Var1	Var2	value	logP	pval.thresh	Var_fact	pval.thresh_inv
AMP_19q	AMP_5q	2.824980474513509e-67	-153.23469977770318	0.001	AMP_19q	1
AMP_21q	AMP_5q	1.9120072139665268e-19	-43.10096317926973	0.001	AMP_21q	1
DEL_1p	AMP_5q	0.22841175808921008	-1.4766053222748625	0.22841175808921008	DEL_1p	0.8308622116434374
DEL_6q	AMP_5q	0.9760352713818832	-0.024256554511086173	0.9760352713818832	DEL_6q	0.046452841329221145
DEL_8p	AMP_5q	0.6833029210368358	-0.3808170023079579	0.6833029210368358	DEL_8p	0.4068026618205993
DEL_12p	AMP_5q	0.9993158199857701	-6.844141721860304e-4	0.9993158199857701	DEL_12p	0.002580808005231606
DEL_13q	AMP_5q	0.9999999988227649	-1.17723508788375e-9	0.9999999988227649	DEL_13q	0.001
DEL_14q	AMP_5q	0.9999999611788533	-3.8821147495237306e-08	0.9999999611788533	DEL_14q	0.001
DEL_16p	AMP_5q	0.9969309892150959	-0.003073729856230251	0.9969309892150959	DEL_16p	0.012103517643204602
DEL_16q	AMP_5q	0.1350591774937939	-2.0020422447859123	0.1350591774937939	DEL_16q	0.905308231257268
DEL_17p	AMP_5q	0.9934789072094378	-0.006542448006343735	0.9934789072094378	DEL_17p	0.015905309542509675
DEL_18p	AMP_5q	0.906234690261807	-0.0984569664601623	0.906234690261807	DEL_18p	0.1826461766489811
DEL_20p	AMP_5q	0.9990163524082435	-9.841316905299907e-4	0.9990163524082435	DEL_20p	0.0035961849003961744
DEL_22q	AMP_5q	0.9999061027036005	-9.390170502663533e-5	0.9999061027036005	DEL_22q	0.001
t_4_14	AMP_5q	0.9999999999988498	-1.1501910535123236e-12	0.9999999999988498	t_4_14	0.001
t_11_14	AMP_5q	1	0	1	t_11_14	0.001
t_others	AMP_5q	0.9999926244037234	-7.375623476459287e-6	0.9999926244037234	t_others	0.001
HyperDiploidy	AMP_5q	1.5505648668892412e-64	-146.92682665682523	0.001	HyperDiploidy	1
t_IgH	AMP_5q	1	0	1	t_IgH	0.001
AMP_1q	AMP_6p	NA	NA	NA	AMP_1q	NA
AMP_3p	AMP_6p	NA	NA	NA	AMP_3p	NA
AMP_3q	AMP_6p	NA	NA	NA	AMP_3q	NA
AMP_4p	AMP_6p	NA	NA	NA	AMP_4p	NA
AMP_4q	AMP_6p	NA	NA	NA	AMP_4q	NA
AMP_5p	AMP_6p	NA	NA	NA	AMP_5p	NA
AMP_5q	AMP_6p	NA	NA	NA	AMP_5q	NA
AMP_6p	AMP_6p	NA	NA	NA	AMP_6p	NA
AMP_6q	AMP_6p	2.651594321476471e-26	-58.89205132800844	0.001	AMP_6q	1
AMP_7p	AMP_6p	9.047113793124216e-7	-13.915649861998435	0.001	AMP_7p	0.9999997750812609
AMP_7q	AMP_6p	2.0048952948389016e-6	-13.119918720594844	0.001	AMP_7q	0.9999994779574573
AMP_8q	AMP_6p	0.08752611820457074	-2.4358180363924467	0.08752611820457074	AMP_8q	0.9587818678581754
AMP_9p	AMP_6p	1.4750605357631155e-5	-11.12422643482528	0.001	AMP_9p	0.9999957217233313
AMP_9q	AMP_6p	3.598308744693899e-6	-12.535046616030165	0.001	AMP_9q	0.9999990553935114
AMP_11p	AMP_6p	6.529962307677014e-7	-14.241694479864739	0.001	AMP_11p	0.9999998382650509
AMP_11q	AMP_6p	1.5067474843185124e-4	-8.800387028204318	0.001	AMP_11q	0.9999484178668311
AMP_15q	AMP_6p	3.6413001827799026e-8	-17.128339933010572	0.001	AMP_15q	0.999999992651607
AMP_17p	AMP_6p	1.867963392161868e-4	-8.585491629705317	0.001	AMP_17p	0.9999655290879605
AMP_17q	AMP_6p	0.0011903447501613645	-6.733512307797431	0.0011903447501613645	AMP_17q	0.9997127390652163
AMP_18p	AMP_6p	0.19642349675032736	-1.627482252996107	0.19642349675032736	AMP_18p	0.896203454358127
AMP_18q	AMP_6p	0.12698127806909926	-2.063715620169213	0.12698127806909926	AMP_18q	0.9374562119290355
AMP_19p	AMP_6p	1.1547326362031553e-6	-13.67164172459382	0.001	AMP_19p	0.9999997274050605
AMP_19q	AMP_6p	1.3585094472785521e-6	-13.50912245390577	0.001	AMP_19q	0.9999996583430444
AMP_21q	AMP_6p	0.06677894174210344	-2.706367491520862	0.06677894174210344	AMP_21q	0.9640081716860339
DEL_1p	AMP_6p	0.9385983397268465	-0.06336764450592582	0.9385983397268465	DEL_1p	0.11337174542806694
DEL_6q	AMP_6p	0.9058373169820841	-0.0988955508922424	0.9058373169820841	DEL_6q	0.19530364456484023
DEL_8p	AMP_6p	0.020175032261938244	-3.9033094657226575	0.020175032261938244	DEL_8p	0.9910298182989971
DEL_12p	AMP_6p	0.9952906752171835	-0.0047204485902597	0.9952906752171835	DEL_12p	0.033011106324317745
DEL_13q	AMP_6p	0.8993292136023696	-0.10610611176512494	0.8993292136023696	DEL_13q	0.15591452425964936
DEL_14q	AMP_6p	0.8976788778151876	-0.10794287172078712	0.8976788778151876	DEL_14q	0.17904913511279227
DEL_16p	AMP_6p	0.9731602081584323	-0.027206556538744566	0.9731602081584323	DEL_16p	0.13407205711875358
DEL_16q	AMP_6p	0.8664659428446289	-0.14333247487516018	0.8664659428446289	DEL_16q	0.21490250502754218
DEL_17p	AMP_6p	0.7739250840564791	-0.25628020070162877	0.7739250840564791	DEL_17p	0.3909719387119099
DEL_18p	AMP_6p	0.9042502495518496	-0.10064913217335776	0.9042502495518496	DEL_18p	0.2623992406268979
DEL_20p	AMP_6p	0.8739018357224612	-0.13478722574155172	0.8739018357224612	DEL_20p	0.28376162818692274
DEL_22q	AMP_6p	0.9449988457174516	-0.05657157295215443	0.9449988457174516	DEL_22q	0.12520383663428336
t_4_14	AMP_6p	0.2645458033993327	-1.3297408729242033	0.2645458033993327	t_4_14	0.832046483489149
t_11_14	AMP_6p	0.9999486223280717	-5.137899180610463e-5	0.9999486223280717	t_11_14	0.001
t_others	AMP_6p	0.8067271871850225	-0.21476972587780369	0.8067271871850225	t_others	0.39245415472958606
HyperDiploidy	AMP_6p	6.765650099478263e-7	-14.206237296468784	0.001	HyperDiploidy	0.9999998653404737
t_IgH	AMP_6p	0.9896057998615981	-0.010448597106969007	0.9896057998615981	t_IgH	0.022098191845311567
AMP_1q	AMP_6q	NA	NA	NA	AMP_1q	NA
AMP_3p	AMP_6q	NA	NA	NA	AMP_3p	NA
AMP_3q	AMP_6q	NA	NA	NA	AMP_3q	NA
AMP_4p	AMP_6q	NA	NA	NA	AMP_4p	NA
AMP_4q	AMP_6q	NA	NA	NA	AMP_4q	NA
AMP_5p	AMP_6q	NA	NA	NA	AMP_5p	NA
AMP_5q	AMP_6q	NA	NA	NA	AMP_5q	NA
AMP_6p	AMP_6q	NA	NA	NA	AMP_6p	NA
AMP_6q	AMP_6q	NA	NA	NA	AMP_6q	NA
AMP_7p	AMP_6q	0.08635550580312308	-2.4492827149499417	0.08635550580312308	AMP_7p	0.9625099719324945
AMP_7q	AMP_6q	0.10218164895447876	-2.2810031774676855	0.10218164895447876	AMP_7q	0.9540404710693897
AMP_8q	AMP_6q	0.5686566144794741	-0.564478516520144	0.5686566144794741	AMP_8q	0.6753104108181256
AMP_9p	AMP_6q	1.1847864788988573e-4	-9.040777800207884	0.001	AMP_9p	0.9999810221286287
AMP_9q	AMP_6q	2.0534063332441728e-4	-8.490840331826188	0.001	AMP_9q	0.9999652285715592
AMP_11p	AMP_6q	5.320690447700886e-5	-9.84132238663539	0.001	AMP_11p	0.9999912397329764
AMP_11q	AMP_6q	8.545075963529113e-4	-7.064985165626128	0.001	AMP_11q	0.9998124205586245
AMP_15q	AMP_6q	1.4800470276894502e-7	-15.726021788221281	0.001	AMP_15q	0.999999991949241
AMP_17p	AMP_6q	6.744912730093871e-6	-11.906722006847284	0.001	AMP_17p	0.9999994419439804
AMP_17q	AMP_6q	3.2345993684673054e-5	-10.33902038750961	0.001	AMP_17q	0.9999965948856763
AMP_18p	AMP_6q	0.5025566317475048	-0.6880469454040392	0.5025566317475048	AMP_18p	0.7357198507051113
AMP_18q	AMP_6q	0.529550131340458	-0.6357274416697193	0.529550131340458	AMP_18q	0.7118332794251431
AMP_19p	AMP_6q	7.61984528078546e-4	-7.179584306842628	0.001	AMP_19p	0.9998515234880189
AMP_19q	AMP_6q	0.0014944057684957582	-6.506026630422362	0.0014944057684957582	AMP_19q	0.9996502993372136
AMP_21q	AMP_6q	0.21313654704300797	-1.5458222527380836	0.21313654704300797	AMP_21q	0.8933659883810927
DEL_1p	AMP_6q	0.9928373388007661	-0.0071884362091497594	0.9928373388007661	DEL_1p	0.03330824947939931
DEL_6q	AMP_6q	1	0	1	DEL_6q	0.03611757211753337
DEL_8p	AMP_6q	0.9942320841549593	-0.005784614513607348	0.9942320841549593	DEL_8p	0.039679782873671667
DEL_12p	AMP_6q	1	0	1	DEL_12p	0.12828682513434772
DEL_13q	AMP_6q	0.986451891568946	-0.01364072149122461	0.986451891568946	DEL_13q	0.036470412447357166
DEL_14q	AMP_6q	0.9821959013733932	-0.017964498290002833	0.9821959013733932	DEL_14q	0.07066269733383211
DEL_16p	AMP_6q	1	0	1	DEL_16p	0.24974264511806332
DEL_16q	AMP_6q	0.9753103302015707	-0.024999571240748013	0.9753103302015707	DEL_16q	0.07888670889555917
DEL_17p	AMP_6q	0.7323309866816007	-0.311522699619973	0.7323309866816007	DEL_17p	0.5391308211257876
DEL_18p	AMP_6q	0.44036444813731557	-0.8201526036925286	0.44036444813731557	DEL_18p	0.8243185550824441
DEL_20p	AMP_6q	0.8643010471912232	-0.14583413661809638	0.8643010471912232	DEL_20p	0.4251499341880302
DEL_22q	AMP_6q	0.9747178746492375	-0.025607209190895	0.9747178746492375	DEL_22q	0.12808811374391027
t_4_14	AMP_6q	0.08252607085239622	-2.4946410252301745	0.08252607085239622	t_4_14	0.9677723553106612
t_11_14	AMP_6q	0.9900558273918776	-0.009993946138504451	0.9900558273918776	t_11_14	0.06280366512817294
t_others	AMP_6q	1	0	1	t_others	0.19230776219064838
HyperDiploidy	AMP_6q	8.03447866634673e-5	-9.42918335072995	0.001	HyperDiploidy	0.9999923873439905
t_IgH	AMP_6q	0.7429046109553848	-0.2971876261463909	0.7429046109553848	t_IgH	0.42293529787259565
AMP_1q	AMP_7p	NA	NA	NA	AMP_1q	NA
AMP_3p	AMP_7p	NA	NA	NA	AMP_3p	NA
AMP_3q	AMP_7p	NA	NA	NA	AMP_3q	NA
AMP_4p	AMP_7p	NA	NA	NA	AMP_4p	NA
AMP_4q	AMP_7p	NA	NA	NA	AMP_4q	NA
AMP_5p	AMP_7p	NA	NA	NA	AMP_5p	NA
AMP_5q	AMP_7p	NA	NA	NA	AMP_5q	NA
AMP_6p	AMP_7p	NA	NA	NA	AMP_6p	NA
AMP_6q	AMP_7p	NA	NA	NA	AMP_6q	NA
AMP_7p	AMP_7p	NA	NA	NA	AMP_7p	NA
AMP_7q	AMP_7p	7.928253317909294e-105	-239.70100201554814	0.001	AMP_7q	1
AMP_8q	AMP_7p	0.013527520061285629	-4.303029145448252	0.013527520061285629	AMP_8q	0.9938631840969285
AMP_9p	AMP_7p	1.4622974376323068e-41	-94.02598002640762	0.001	AMP_9p	1
AMP_9q	AMP_7p	2.3226816092172044e-35	-79.74775587057033	0.001	AMP_9q	1
AMP_11p	AMP_7p	5.512151945780108e-16	-35.13440638821263	0.001	AMP_11p	0.9999999999999999
AMP_11q	AMP_7p	2.7268454162202056e-14	-31.23304588604782	0.001	AMP_11q	0.9999999999999943
AMP_15q	AMP_7p	6.660859332953835e-40	-90.207155214561	0.001	AMP_15q	1
AMP_17p	AMP_7p	1.7215596082152025e-7	-15.574865022019132	0.001	AMP_17p	0.9999999783601914
AMP_17q	AMP_7p	1.1719247707505661e-7	-15.959448150643068	0.001	AMP_17q	0.9999999828097791
AMP_18p	AMP_7p	2.8060043959576675e-8	-17.388919195645503	0.001	AMP_18p	0.9999999950186105
AMP_18q	AMP_7p	3.967176353966923e-9	-19.3452112411548	0.001	AMP_18q	0.9999999993454378
AMP_19p	AMP_7p	7.059243767721945e-45	-101.66199125401768	0.001	AMP_19p	1
AMP_19q	AMP_7p	2.0758486932863086e-37	-84.46527836190566	0.001	AMP_19q	1
AMP_21q	AMP_7p	1.0607141774047707e-16	-36.782419054381265	0.001	AMP_21q	1
DEL_1p	AMP_7p	0.8174515605588281	-0.20156363110531342	0.8174515605588281	DEL_1p	0.2508443033933585
DEL_6q	AMP_7p	0.9970273520330756	-0.00297707506052941	0.9970273520330756	DEL_6q	0.008071165210850051
DEL_8p	AMP_7p	0.022855433970074425	-3.7785663794078204	0.022855433970074425	DEL_8p	0.9876227568268785
DEL_12p	AMP_7p	0.9813059675570135	-0.018870974511288663	0.9813059675570135	DEL_12p	0.04837625587259953
DEL_13q	AMP_7p	0.9995999783866231	-4.001016433657124e-4	0.9995999783866231	DEL_13q	0.001
DEL_14q	AMP_7p	0.999870196606993	-1.2981181819655998e-4	0.999870196606993	DEL_14q	0.001
DEL_16p	AMP_7p	0.9660342941396769	-0.034555944219981274	0.9660342941396769	DEL_16p	0.0934796671174916
DEL_16q	AMP_7p	0.0014609206798018803	-6.528688439404138	0.0014609206798018803	DEL_16q	0.9992998136404905
DEL_17p	AMP_7p	0.875866361756229	-0.13254175475625227	0.875866361756229	DEL_17p	0.2098250908302527
DEL_18p	AMP_7p	0.7671047935803422	-0.2651318590723357	0.7671047935803422	DEL_18p	0.3846169693102254
DEL_20p	AMP_7p	0.6438135359677277	-0.44034613522548754	0.6438135359677277	DEL_20p	0.5048677132387523
DEL_22q	AMP_7p	0.9978434932896219	-0.0021588353193503344	0.9978434932896219	DEL_22q	0.005796631554747926
t_4_14	AMP_7p	0.9999996689629693	-3.310370854691543e-7	0.9999996689629693	t_4_14	0.001
t_11_14	AMP_7p	0.9999999999981367	-1.863287302230136e-12	0.9999999999981367	t_11_14	0.001
t_others	AMP_7p	0.9930136961578377	-0.007010822325297724	0.9930136961578377	t_others	0.024150003623075296
HyperDiploidy	AMP_7p	1.3779647711311384e-42	-96.38796629870212	0.001	HyperDiploidy	1
t_IgH	AMP_7p	1	0	1	t_IgH	0.001
AMP_1q	AMP_7q	NA	NA	NA	AMP_1q	NA
AMP_3p	AMP_7q	NA	NA	NA	AMP_3p	NA
AMP_3q	AMP_7q	NA	NA	NA	AMP_3q	NA
AMP_4p	AMP_7q	NA	NA	NA	AMP_4p	NA
AMP_4q	AMP_7q	NA	NA	NA	AMP_4q	NA
AMP_5p	AMP_7q	NA	NA	NA	AMP_5p	NA
AMP_5q	AMP_7q	NA	NA	NA	AMP_5q	NA
AMP_6p	AMP_7q	NA	NA	NA	AMP_6p	NA
AMP_6q	AMP_7q	NA	NA	NA	AMP_6q	NA
AMP_7p	AMP_7q	NA	NA	NA	AMP_7p	NA
AMP_7q	AMP_7q	NA	NA	NA	AMP_7q	NA
AMP_8q	AMP_7q	0.11927680389947262	-2.126308403825351	0.11927680389947262	AMP_8q	0.9300454595102279
AMP_9p	AMP_7q	2.253104720315135e-38	-86.68592439301538	0.001	AMP_9p	1
AMP_9q	AMP_7q	1.1539944563353559e-33	-75.84207870459798	0.001	AMP_9q	1
AMP_11p	AMP_7q	3.2644353551663515e-16	-35.658274678825265	0.001	AMP_11p	1
AMP_11q	AMP_7q	5.4411164065738716e-15	-32.844792133301276	0.001	AMP_11q	0.9999999999999989
AMP_15q	AMP_7q	3.8880608703631324e-38	-86.1403229913405	0.001	AMP_15q	1
AMP_17p	AMP_7q	3.073682735323584e-7	-14.995219220236788	0.001	AMP_17p	0.9999999596997651
AMP_17q	AMP_7q	2.2314600686212946e-7	-15.31543954044249	0.001	AMP_17q	0.9999999658279534
AMP_18p	AMP_7q	1.967337658722482e-9	-20.046584650491067	0.001	AMP_18p	0.9999999996972659
AMP_18q	AMP_7q	2.581500221527483e-10	-22.077480218789418	0.001	AMP_18q	0.999999999962966
AMP_19p	AMP_7q	3.1376374393140595e-45	-102.47285907587452	0.001	AMP_19p	1
AMP_19q	AMP_7q	2.900817412734958e-38	-86.43324097003787	0.001	AMP_19q	1
AMP_21q	AMP_7q	8.027418895366659e-16	-34.758498444323145	0.001	AMP_21q	0.9999999999999999
DEL_1p	AMP_7q	0.9437838382339196	-0.057858123979381726	0.9437838382339196	DEL_1p	0.0881703312869574
DEL_6q	AMP_7q	0.9393690226700929	-0.06254688158752546	0.9393690226700929	DEL_6q	0.10918433702235895
DEL_8p	AMP_7q	0.05893826836550312	-2.8312646817189875	0.05893826836550312	DEL_8p	0.9649206203540432
DEL_12p	AMP_7q	0.7196501167667546	-0.3289901340185485	0.7196501167667546	DEL_12p	0.4188378368942044
DEL_13q	AMP_7q	0.9983115432851563	-0.0016898837644499119	0.9983115432851563	DEL_13q	0.003113453623922599
DEL_14q	AMP_7q	0.9998183630350627	-1.8165346292864671e-4	0.9998183630350627	DEL_14q	0.001
DEL_16p	AMP_7q	0.9719218976611581	-0.028479829950563598	0.9719218976611581	DEL_16p	0.07986410793779733
DEL_16q	AMP_7q	3.4762324962489674e-4	-7.964391280662242	0.001	DEL_16q	0.9998458810613022
DEL_17p	AMP_7q	0.8241548776553227	-0.19339680841505083	0.8241548776553227	DEL_17p	0.277314259555509
DEL_18p	AMP_7q	0.898247330456578	-0.10730982493105151	0.898247330456578	DEL_18p	0.20523146973407758
DEL_20p	AMP_7q	0.8062373964913179	-0.2153770432531704	0.8062373964913179	DEL_20p	0.316794081565077
DEL_22q	AMP_7q	0.9786210347692545	-0.021610805601067307	0.9786210347692545	DEL_22q	0.04320116229467916
t_4_14	AMP_7q	0.9999568311203153	-4.3169811487599596e-5	0.9999568311203153	t_4_14	0.001
t_11_14	AMP_7q	0.9999999999995914	-4.0856207306214106e-13	0.9999999999995914	t_11_14	0.001
t_others	AMP_7q	0.9953540864546656	-0.0046567393451703906	0.9953540864546656	t_others	0.016956669807085382
HyperDiploidy	AMP_7q	4.260857734399483e-42	-95.25910341963288	0.001	HyperDiploidy	1
t_IgH	AMP_7q	1	0	1	t_IgH	0.001
AMP_1q	AMP_8q	NA	NA	NA	AMP_1q	NA
AMP_3p	AMP_8q	NA	NA	NA	AMP_3p	NA
AMP_3q	AMP_8q	NA	NA	NA	AMP_3q	NA
AMP_4p	AMP_8q	NA	NA	NA	AMP_4p	NA
AMP_4q	AMP_8q	NA	NA	NA	AMP_4q	NA
AMP_5p	AMP_8q	NA	NA	NA	AMP_5p	NA
AMP_5q	AMP_8q	NA	NA	NA	AMP_5q	NA
AMP_6p	AMP_8q	NA	NA	NA	AMP_6p	NA
AMP_6q	AMP_8q	NA	NA	NA	AMP_6q	NA
AMP_7p	AMP_8q	NA	NA	NA	AMP_7p	NA
AMP_7q	AMP_8q	NA	NA	NA	AMP_7q	NA
AMP_8q	AMP_8q	NA	NA	NA	AMP_8q	NA
AMP_9p	AMP_8q	0.004861103295369714	-5.326489851325684	0.004861103295369714	AMP_9p	0.9979413507946454
AMP_9q	AMP_8q	0.004055645932867909	-5.507645311161469	0.004055645932867909	AMP_9q	0.9983157702097217
AMP_11p	AMP_8q	0.14382843191908135	-1.9391341347473903	0.14382843191908135	AMP_11p	0.9116898839233661
AMP_11q	AMP_8q	0.02635730663162359	-3.6360097509102376	0.02635730663162359	AMP_11q	0.9867550120518231
AMP_15q	AMP_8q	0.0036700746353710233	-5.607543280509087	0.0036700746353710233	AMP_15q	0.9984840471280287
AMP_17p	AMP_8q	0.4855369636480258	-0.7224998589315411	0.4855369636480258	AMP_17p	0.723970445941023
AMP_17q	AMP_8q	0.6303494531681204	-0.46148092581039807	0.6303494531681204	AMP_17q	0.582281100376577
AMP_18p	AMP_8q	0.019393151086150782	-3.9428353120413666	0.019393151086150782	AMP_18p	0.9930994721620541
AMP_18q	AMP_8q	0.009566227298226839	-4.649516372953965	0.009566227298226839	AMP_18q	0.9968199343459689
AMP_19p	AMP_8q	0.008949447192779625	-4.716163514772856	0.008949447192779625	AMP_19p	0.9960234218094761
AMP_19q	AMP_8q	0.012419874357893974	-4.388457318639569	0.012419874357893974	AMP_19q	0.9942317970816883
AMP_21q	AMP_8q	0.002859165510497145	-5.857225476272762	0.002859165510497145	AMP_21q	0.9989232059918876
DEL_1p	AMP_8q	0.48354014028072345	-0.7266209473057725	0.48354014028072345	DEL_1p	0.6438956882172291
DEL_6q	AMP_8q	0.34397513392825335	-1.0671859093137186	0.34397513392825335	DEL_6q	0.7932569821967883
DEL_8p	AMP_8q	0.7023408908347155	-0.35333639334194616	0.7023408908347155	DEL_8p	0.438923034066334
DEL_12p	AMP_8q	0.6303494531681204	-0.46148092581039807	0.6303494531681204	DEL_12p	0.582281100376577
DEL_13q	AMP_8q	0.6965545823825431	-0.36160912216725133	0.6965545823825431	DEL_13q	0.40761549496201493
DEL_14q	AMP_8q	0.8665568842703091	-0.14322752366004537	0.8665568842703091	DEL_14q	0.22897367086245052
DEL_16p	AMP_8q	0.8087423461927947	-0.21227489696105747	0.8087423461927947	DEL_16p	0.4313433855205254
DEL_16q	AMP_8q	0.5705776387504531	-0.5611060299814195	0.5705776387504531	DEL_16q	0.558653784807872
DEL_17p	AMP_8q	0.29405935447476533	-1.2239736460510957	0.29405935447476533	DEL_17p	0.8383351242584767
DEL_18p	AMP_8q	0.40590533341763824	-0.9016353154905772	0.40590533341763824	DEL_18p	0.7902039335961796
DEL_20p	AMP_8q	0.6079672896370998	-0.4976341984022193	0.6079672896370998	DEL_20p	0.6061183691016955
DEL_22q	AMP_8q	0.3015784541598874	-1.1987250838620964	0.3015784541598874	DEL_22q	0.8205959557651121
t_4_14	AMP_8q	0.8453131257131693	-0.16804815729230047	0.8453131257131693	t_4_14	0.26467023155614433
t_11_14	AMP_8q	0.5061518972212378	-0.6809184626064823	0.5061518972212378	t_11_14	0.6415195656975001
t_others	AMP_8q	0.9147004295646085	-0.08915866669643613	0.9147004295646085	t_others	0.24147421216893877
HyperDiploidy	AMP_8q	8.708995257296195e-4	-7.045983942840744	0.001	HyperDiploidy	0.999708281840423
t_IgH	AMP_8q	0.9082755043093347	-0.09620752756015216	0.9082755043093347	t_IgH	0.1535327102149249
AMP_1q	AMP_9p	NA	NA	NA	AMP_1q	NA
AMP_3p	AMP_9p	NA	NA	NA	AMP_3p	NA
AMP_3q	AMP_9p	NA	NA	NA	AMP_3q	NA
AMP_4p	AMP_9p	NA	NA	NA	AMP_4p	NA
AMP_4q	AMP_9p	NA	NA	NA	AMP_4q	NA
AMP_5p	AMP_9p	NA	NA	NA	AMP_5p	NA
AMP_5q	AMP_9p	NA	NA	NA	AMP_5q	NA
AMP_6p	AMP_9p	NA	NA	NA	AMP_6p	NA
AMP_6q	AMP_9p	NA	NA	NA	AMP_6q	NA
AMP_7p	AMP_9p	NA	NA	NA	AMP_7p	NA
AMP_7q	AMP_9p	NA	NA	NA	AMP_7q	NA
AMP_8q	AMP_9p	NA	NA	NA	AMP_8q	NA
AMP_9p	AMP_9p	NA	NA	NA	AMP_9p	NA
AMP_9q	AMP_9p	1.1670487996031979e-119	-273.8531478975775	0.001	AMP_9q	1
AMP_11p	AMP_9p	2.0952804923102868e-41	-93.66630138179949	0.001	AMP_11p	1
AMP_11q	AMP_9p	3.611928752426792e-35	-79.30623634467315	0.001	AMP_11q	1
AMP_15q	AMP_9p	7.110833137506742e-77	-175.33743274532023	0.001	AMP_15q	1
AMP_17p	AMP_9p	1.4701464006667895e-12	-27.245659127806555	0.001	AMP_17p	1
AMP_17q	AMP_9p	3.709005541474752e-13	-28.622842416354583	0.001	AMP_17q	0.9999999999999936
AMP_18p	AMP_9p	4.405121714734083e-11	-23.845668132887436	0.001	AMP_18p	0.9999999999956818
AMP_18q	AMP_9p	8.32408904473577e-11	-23.20928241711101	0.001	AMP_18q	0.999999999990892
AMP_19p	AMP_9p	9.19621406538997e-71	-161.26474971784916	0.001	AMP_19p	1
AMP_19q	AMP_9p	4.718607536650961e-65	-148.11651730196192	0.001	AMP_19q	1
AMP_21q	AMP_9p	7.472586354256984e-23	-50.94821596747993	0.001	AMP_21q	1
DEL_1p	AMP_9p	0.6046527262810142	-0.503100991902977	0.6046527262810142	DEL_1p	0.47764648949625943
DEL_6q	AMP_9p	0.994959961464251	-0.00505278236760519	0.994959961464251	DEL_6q	0.011141416669146644
DEL_8p	AMP_9p	0.27905839312994307	-1.2763342246872273	0.27905839312994307	DEL_8p	0.7934374993150431
DEL_12p	AMP_9p	0.9995272137365578	-4.728980621069136e-4	0.9995272137365578	DEL_12p	0.0016833064752262922
DEL_13q	AMP_9p	0.9999999501382673	-4.9861733985780475e-8	0.9999999501382673	DEL_13q	0.001
DEL_14q	AMP_9p	0.9999999216295112	-7.837049183621169e-8	0.9999999216295112	DEL_14q	0.001
DEL_16p	AMP_9p	0.9985910313003694	-0.001409962229373386	0.9985910313003694	DEL_16p	0.005666228032774262
DEL_16q	AMP_9p	0.07338702021768573	-2.6120081952703558	0.07338702021768573	DEL_16q	0.9511554378138867
DEL_17p	AMP_9p	0.9871619474993103	-0.012921172461982346	0.9871619474993103	DEL_17p	0.027598125031225523
DEL_18p	AMP_9p	0.7014815601347757	-0.35456066612185494	0.7014815601347757	DEL_18p	0.4431696853315622
DEL_20p	AMP_9p	0.9568770210666362	-0.04408040041917457	0.9568770210666362	DEL_20p	0.08664514213515156
DEL_22q	AMP_9p	0.999999616166997	-3.8383307671202336e-7	0.999999616166997	DEL_22q	0.001
t_4_14	AMP_9p	0.9999998990915431	-1.0090846201493491e-7	0.9999998990915431	t_4_14	0.001
t_11_14	AMP_9p	0.9999999999999998	-2.220446049250313e-16	0.9999999999999998	t_11_14	0.001
t_others	AMP_9p	0.9999131962426256	-8.680752503853442e-5	0.9999131962426256	t_others	0.001
HyperDiploidy	AMP_9p	4.460794573207806e-82	-187.3166507199198	0.001	HyperDiploidy	1
t_IgH	AMP_9p	1	0	1	t_IgH	0.001
AMP_1q	AMP_9q	NA	NA	NA	AMP_1q	NA
AMP_3p	AMP_9q	NA	NA	NA	AMP_3p	NA
AMP_3q	AMP_9q	NA	NA	NA	AMP_3q	NA
AMP_4p	AMP_9q	NA	NA	NA	AMP_4p	NA
AMP_4q	AMP_9q	NA	NA	NA	AMP_4q	NA
AMP_5p	AMP_9q	NA	NA	NA	AMP_5p	NA
AMP_5q	AMP_9q	NA	NA	NA	AMP_5q	NA
AMP_6p	AMP_9q	NA	NA	NA	AMP_6p	NA
AMP_6q	AMP_9q	NA	NA	NA	AMP_6q	NA
AMP_7p	AMP_9q	NA	NA	NA	AMP_7p	NA
AMP_7q	AMP_9q	NA	NA	NA	AMP_7q	NA
AMP_8q	AMP_9q	NA	NA	NA	AMP_8q	NA
AMP_9p	AMP_9q	NA	NA	NA	AMP_9p	NA
AMP_9q	AMP_9q	NA	NA	NA	AMP_9q	NA
AMP_11p	AMP_9q	1.4356722931046795e-38	-87.13660029733552	0.001	AMP_11p	1
AMP_11q	AMP_9q	3.977912119662128e-33	-74.60455098020395	0.001	AMP_11q	1
AMP_15q	AMP_9q	1.1510070939676551e-69	-158.73773412356027	0.001	AMP_15q	1
AMP_17p	AMP_9q	4.155330345356475e-12	-26.206629185280576	0.001	AMP_17p	1
AMP_17q	AMP_9q	1.222221796864458e-12	-27.430350768486445	0.001	AMP_17q	0.9999999999999776
AMP_18p	AMP_9q	1.3716281690809995e-9	-20.40726735816295	0.001	AMP_18p	0.9999999998316788
AMP_18q	AMP_9q	2.3901208734290156e-9	-19.851921897625356	0.001	AMP_18q	0.9999999996777785
AMP_19p	AMP_9q	5.697606582022908e-63	-143.3228146698569	0.001	AMP_19p	1
AMP_19q	AMP_9q	2.7377975476976733e-60	-137.1479517971839	0.001	AMP_19q	1
