log2_FoldChange	pvalue	neg_log10_pvalue	gene	strict	status	top20
-0.1612529161895484	1	-0	TFPT	0	NA	0
0.5247565151753433	0.9999223909334851	3.370649731489123e-5	JAK3	0	NA	0
-0.6757775630183769	0.9999335741441615	2.884934082804377e-5	RPL18A	0	NA	0
-0.02177471812592202	0.9999999692187164	1.3368141833497076e-8	SLC5A5	0	NA	0
-0.6895944194932274	0.8944663740911014	0.04843598133604663	ARRDC2	0	NA	0
0.040478710484849856	1	-0	PIK3R2	0	NA	0
0.24745093768258802	0.9999999999961042	1.691912540071038e-12	RAB3A	0	NA	0
0.5294237872307717	0.9946338931098326	0.0023367458480328747	PDE4C	0	NA	0
-0.3865342506420273	0.9999987198216922	5.559747308055803e-7	ISYNA1	0	NA	0
-0.18171257456252565	1	-0	ELL	0	NA	0
-0.3551148490628173	1	-0	CRTC1	0	NA	0
-0.22498692526017017	0.9999743345760481	1.114649503838199e-5	COMP	0	NA	0
-0.052583424019498004	1	-0	COPE	0	NA	0
0.041926194176720166	1	-0	DDX49	0	NA	0
-0.02070195237276501	1	-0	ETV2	0	NA	0
-0.02554392749770873	1	-0	ARMC6	0	NA	0
0.15803299862095077	1	-0	TMEM147	0	NA	0
0.30062030808949647	0.9997972009844107	8.808342532372778e-5	TMEM59L	0	NA	0
-0.2597327024660361	0.9999084079309477	3.9779751958217617e-5	HAMP	0	NA	0
-0.05157800539918611	1	-0	USF2	0	NA	0
0.004391998004195763	1	-0	LSR	0	NA	0
-0.1496475727761295	1	-0	KXD1	0	NA	0
0.0833556965341824	1	-0	FKBP8	0	NA	0
-0.15045539258463947	1	-0	SUGP1	0	NA	0
-0.919389748738479	0.6538307088588733	0.18453468550732738	HPN	0	NA	0
-0.33193762903775625	0.9999999999999944	2.4108186663832244e-15	ZNF14	0	NA	0
-1.0618734664282024	0.3584111272769384	0.4456185156394974	SCN1B	0	NA	0
0.22669684809838575	0.9990298354610966	4.215416212299e-4	PBX4	0	NA	0
-0.10710866876173064	1	-0	ERF	0	NA	0
-0.09582490297320678	1	-0	GSK3A	0	NA	0
0.014716742819060435	1	-0	ATP13A1	0	NA	0
-0.10147748767633447	1	-0	ZNF574	0	NA	0
0.32621792196400246	0.9995280406194599	2.0501773847994385e-4	GRIK5	0	NA	0
-0.047391680361129396	1	-0	SIPA1L3	0	NA	0
0.41778250852763255	0.9833748016569536	0.007280924418388348	ZNF85	0	NA	0
-0.039902452008686584	1	-0	ETHE1	0	NA	0
0.5456430375400211	0.9957450747857183	0.0018518330468540651	CADM4	0	NA	0
-0.28081063279630225	1	-0	SMG9	0	NA	0
0.04285455061828092	1	-0	AVL9	0	NA	0
1.1184603211931532	0.2522324619645818	0.5981990210743927	RUNDC3B	0	NA	0
0.5161182224508448	0.9994774752921683	2.2698890609126703e-4	CFAP69	0	NA	0
0.17198090863740845	1	-0	GTPBP10	0	NA	0
-0.3292867264751562	0.9999999998666291	5.7922232849639104e-11	RASA4	0	NA	0
1.241931107408269	0.11303116184783449	0.9468018082612023	CDK6	0	NA	0
0.08285970341463855	1	-0	PMPCB	0	NA	0
0.06343890217817805	1	-0	DNAJC2	0	NA	0
-0.484291978893415	0.9932167047458986	0.0029559847296797372	TFPI2	0	NA	0
-0.056368593806406686	1	-0	BET1	0	NA	0
0.5117934672000795	0.9997602170992114	1.0414887772633578e-4	NAMPT	0	NA	0
0.2666661245187769	1	-0	POLR1F	0	NA	0
-0.00821220296363645	1	-0	PIK3CG	0	NA	0
0.524649009338404	0.9558084603905044	0.019629129617014872	PON3	0	NA	0
0.13144408650052686	0.9999999999995615	1.9045467464431596e-13	PON2	0	NA	0
1.0727202073818836	0.3880112561937171	0.4111556753544777	ITGB8	0	NA	0
0.0477086438615455	1	-0	HBP1	0	NA	0
0.23124513661872648	1	-0	DUS4L	0	NA	0
-0.11394787236233617	1	-0	SP4	0	NA	0
-0.39288394816168903	1	-0	WDR91	0	NA	0
-0.039612239093385515	0.9999999993030876	3.0266521703270675e-10	DNAH11	0	NA	0
0.029097951545674405	1	-0	CBLL1	0	NA	0
0.27522711402899525	1	-0	MTPN	0	NA	0
0.672288330891138	0.9110994620856577	0.040434209770040246	STEAP1B	0	NA	0
-0.06059395200700446	0.9999210791363414	3.427624816730213e-5	PTN	0	NA	0
0.06033656199257642	1	-0	PALS2	0	NA	0
0.08048245852373248	0.9999999904392426	4.152184204954372e-9	GSDME	0	NA	0
0.11062832423286828	1	-0	ZC3HAV1	0	NA	0
0.6983312038565264	0.9992035128238383	3.460478151387055e-4	TTC26	0	NA	0
0.05566809232088943	1	-0	OGDH	0	NA	0
-0.8180344293998694	0.8462575124078475	0.07249746296524233	ADAP1	0	NA	0
-1.1925659024197492	0.21195091513697606	0.6737647039455791	TFEC	0	NA	0
0.259238163977459	1	-0	H2AZ2	0	NA	0
0.23041718744490192	0.9999999651485676	1.5135785044392165e-8	CAV2	0	NA	0
-0.11230508713224996	0.9999999999974483	1.1082051245644514e-12	CAV1	0	NA	0
-0.5272241543294411	0.9983583210929089	7.135579673300345e-4	MET	0	NA	0
0.8936345907580642	0.841551717504797	0.07491918932953724	RNF32	0	NA	0
0.23552888355876522	1	-0	LMBR1	0	NA	0
-0.8304323640624824	0.7656960354749077	0.11594360153584914	HOXA1	0	NA	0
-0.07076953930087004	1	-0	DNAJB6	0	NA	0
-0.4975332375561372	0.9910410846847604	0.003908340991990412	HOXA2	0	NA	0
-0.18603939186250296	0.9988172810039335	5.139523241684608e-4	HOXA3	0	NA	0
-0.5882511071836554	0.966804782911321	0.014661209746745476	LFNG	0	NA	0
-0.2856630459424585	0.9930293063614316	0.003037934381513374	HOXA5	0	NA	0
-0.24294320295690586	0.9954590162703928	0.0019766154698311767	HOXA6	0	NA	0
-0.06158211406373848	1	-0	BRAT1	0	NA	0
0.011626067137225249	1	-0	IQCE	0	NA	0
0.6111702696642034	0.9916196084641629	0.0036548940022526634	ANKRD7	0	NA	0
-0.6710275110248725	0.7880925107607898	0.10342279957295909	VIPR2	0	NA	0
1.478585967769805	0.021779838163186994	1.6619453516278098	TSPAN12	0	upreg	0
0.07255517163159642	1	-0	SSBP1	0	NA	0
-1.2145834162981353	0.14103358964433352	0.8506774401114695	CPED1	0	NA	0
0.18721790952952277	1	-0	HIBADH	0	NA	0
-0.03594825546267533	1	-0	TAX1BP1	0	NA	0
-1.5390777576807315	0.039528714645245835	1.4030873073760473	CPVL	0	downreg	0
0.08108483838549119	0.999998564238837	6.235435980345017e-7	CHN2	0	NA	0
0.9971066187336053	0.5038937067116747	0.2976610656518919	GRB10	0	NA	0
0.47017199781406616	0.9999999999893591	4.621298301614577e-12	ABHD11	0	NA	0
1.4055476986224824	0.14309307012399378	0.8443813982443114	COBL	0	NA	0
-0.5566838686407118	0.9999999843415033	6.80039877427713e-9	FKBP14	0	NA	0
0.09836582249412107	1	-0	PLEKHA8	0	NA	0
0.10306238956636693	1	-0	STX1A	0	NA	0
-0.30276646146842157	1	-0	NOD1	0	NA	0
0.057123092750715365	1	-0	GARS1	0	NA	0
0.28389860190149774	0.999997927982349	8.998667645106175e-7	CRHR2	0	NA	0
0.23266759941864557	0.999464220234398	2.3274855226799743e-4	EPHB6	0	NA	0
0.628605282599834	0.9998668415952674	5.7833811008876795e-5	MINDY4	0	NA	0
-0.8239193773474125	0.9896506820288354	0.004518071703680011	NSUN5P2	0	NA	0
0.2640042908142508	1	-0	CASP2	0	NA	0
0.07858142213493835	1	-0	CHCHD2	0	NA	0
1.0158257356323857	0.4517708761554535	0.34508176972522375	HSPB1	0	NA	0
0.39674761181555596	0.9991530853996254	3.679661775534794e-4	NPTX2	0	NA	0
0.08915692131494701	1	-0	PDAP1	0	NA	0
-0.15739877417626325	1	-0	BUD31	0	NA	0
0.029882828921226512	1	-0	PTCD1	0	NA	0
-0.062147254658500906	1	-0	CYP3A5	0	NA	0
-0.07136351346795955	1	-0	ZKSCAN1	0	NA	0
0.04816064547459398	1	-0	EIF3B	0	NA	0
0.3053850861355971	1	-0	SNX8	0	NA	0
0.11318987520743162	1	-0	NUDT1	0	NA	0
-1.023452004054395	0.4778662828103961	0.3206936112577657	PTPRZ1	0	NA	0
0.3991656895285294	1	-0	TAF6	0	NA	0
-0.081565789636878	1	-0	WASL	0	NA	0
-0.12617455748200523	0.9999999998416845	6.875553582685202e-11	HYAL4	0	NA	0
0.20989618300553925	1	-0	AIMP2	0	NA	0
0.3672596416823537	0.9953361131849173	0.0020302383977848872	TFR2	0	NA	0
0.16957159727650395	0.9999995299510198	2.0413972629575567e-7	FSCN3	0	NA	0
-0.12669844373867978	1	-0	MOSPD3	0	NA	0
-0.36640501360518074	0.9999322509884291	2.9424018614992392e-5	PCOLCE	0	NA	0
-2.1764328079863846	6.112452708935622e-4	3.2137844879219433	PPP1R17	-1	downreg	0
-0.023239829622851538	1	-0	RBM28	0	NA	0
-0.02199400368707405	1	-0	USP42	0	NA	0
-0.034056509435403726	1	-0	IMPDH1	0	NA	0
-0.22762031051892584	0.999999999999966	1.4754210238265544e-14	AGFG2	0	NA	0
-0.02294662003390524	1	-0	LSM5	0	NA	0
0.7725561407896957	0.7944270925197335	0.09994595342104964	SERPINE1	0	NA	0
0.26639366268379394	1	-0	AP1S1	0	NA	0
-0.19251757089489452	1	-0	C1GALT1	0	NA	0
0.4678424488568478	1	-0	PLOD3	0	NA	0
0.3144478698716564	1	-0	RPA3	0	NA	0
0.12771422005797284	1	-0	ZNHIT1	0	NA	0
0.024537408921421644	1	-0	CLDN15	0	NA	0
-0.7147013537841911	0.997212686092828	0.0012122052333792424	GLCCI1	0	NA	0
0.016338444180512113	1	-0	PHF14	0	NA	0
0.019301565118142516	1	-0	NRF1	0	NA	0
0.3114391546730948	0.9999999999999996	1.9286549331065747e-16	TMEM106B	0	NA	0
0.40570785769047957	0.9999999999933187	2.9016613468685345e-12	EZH2	0	NA	0
0.13552911292336045	0.9999999999999358	2.786906378339089e-14	CEP41	0	NA	0
0.4277128476913359	0.9999999999998722	5.549704570014522e-14	ZNF862	0	NA	0
-0.08543374338013265	0.999999993515632	2.816125268624094e-9	MEST	0	NA	0
0.04576822901445032	1	-0	ANKMY2	0	NA	0
-0.25261837032711965	1	-0	ACTR3C	0	NA	0
0.7654124995018559	0.8247073997394363	0.083700108684611	POU6F2	0	NA	0
0.13106215782457564	1	-0	TSPAN13	0	NA	0
-0.46208360872918064	0.998445324706257	6.757122940349786e-4	RARRES2	0	NA	0
-0.9568209671782081	0.5449136082924614	0.2636723461929231	AGR2	0	NA	0
0.868801142415851	0.7103279939899082	0.1485410694673585	AHR	0	NA	0
0.0772229490086751	1	-0	CHCHD3	0	NA	0
-0.2580140161434419	0.9999999999620013	1.6502632368186597e-11	GIMAP2	0	NA	0
-0.014727699862513766	0.9999637433840237	1.5746333707096764e-5	TMEM176B	0	NA	0
-1.3765579646386628	0.16608268260771494	0.7796756489453245	GLI3	0	NA	0
0.050619495686676785	1	-0	PSMA2	0	NA	0
-0.049546807926642344	1	-0	MRPL32	0	NA	0
-0.06021387001992817	1	-0	COA1	0	NA	0
-0.08997036321653562	0.9999999978858423	9.181670403548893e-10	BLVRA	0	NA	0
0.031582893914408494	1	-0	URGCP	0	NA	0
-0.1941119856205118	1	-0	TMEM248	0	NA	0
-0.2962612485984675	1	-0	STAG3L4	0	NA	0
0.00644494840119858	1	-0	RHEB	0	NA	0
0.020447105209295824	1	-0	PRKAG2	0	NA	0
-0.8317309725358287	0.7308617173100623	0.13616478595625198	AEBP1	0	NA	0
0.17352148682823199	1	-0	POLD2	0	NA	0
-0.5246621845382222	0.9688490784906519	0.01374386947503527	GCK	0	NA	0
0.10695198559608077	1	-0	BCL7B	0	NA	0
0.0023171970292290567	1	-0	YKT6	0	NA	0
0.14793320681671496	1	-0	TBL2	0	NA	0
0.8413528803936791	0.7682264946573742	0.114510718929399	CLIP2	0	NA	0
0.017702771619460655	1	-0	EIF4H	0	NA	0
-0.3421610990703199	1	-0	LIMK1	0	NA	0
-0.10442337236103993	0.9999999999999905	4.146608106179155e-15	SPATA6L	0	NA	0
0.5950197772905037	0.9776022688292656	0.009837799185310843	SLC1A1	0	NA	0
0.1746734958580527	0.9999986786391986	5.738600838080819e-7	LHX2	0	NA	0
-0.13679704964251727	1	-0	FKTN	0	NA	0
0.17919263890786064	0.9999999999698006	1.3115432141802676e-11	FSD1L	0	NA	0
0.03400750084392534	0.9998251966809225	7.592275286166604e-5	CNTNAP3	0	NA	0
0.2620855094332777	1	-0	SPIN1	0	NA	0
-0.018442689563723746	1	-0	NMRK1	0	NA	0
-0.02230802780302188	1	-0	TMEM245	0	NA	0
0.4585439681681591	0.9913230906829947	0.0037847777726336533	PRUNE2	0	NA	0
-0.017434684227664032	1	-0	MEGF9	0	NA	0
-0.4408899093883796	0.9999998264950251	7.535225973748162e-8	TRIM14	0	NA	0
0.02897851740525481	0.999999948017525	2.2575702631106545e-8	CORO2A	0	NA	0
-0.15381755298093847	1	-0	TGFBR1	0	NA	0
-0.17631369123675	1	-0	SEC61B	0	NA	0
0.1476860993864222	1	-0	C5	0	NA	0
0.09341245062894288	0.9999995873889096	1.791947567041495e-7	OGN	0	NA	0
-1.0276408415908076	0.45483823500095827	0.34214303441532784	ECM2	0	NA	0
-0.13873270482565125	1	-0	TLE4	0	NA	0
0.29800508948872206	0.999869396132743	5.6724243148358985e-5	LHX6	0	NA	0
-0.24849628220681463	0.9999988752860796	4.884573240550645e-7	PTGR1	0	NA	0
-0.217553438390178	0.9999949067376475	2.2119813676992566e-6	SUSD1	0	NA	0
-0.3312152214350146	0.9999999492689504	2.203221545409785e-8	AKNA	0	NA	0
-0.6313113513904778	0.9143483584318387	0.03888831047959882	TNFSF8	0	NA	0
0.4806673412068907	0.9998682795440756	5.72092350577124e-5	DNM1	0	NA	0
-1.2407674362166354	0.034192088207532646	1.4660743748011078	ENG	0	downreg	0
0.020169283481882072	1	-0	AK1	0	NA	0
-0.11518457065506027	1	-0	CDC37L1	0	NA	0
-0.6211110941355478	0.9734089823489539	0.011704650524619898	RLN2	0	NA	0
0.13762996969404417	1	-0	PLGRKT	0	NA	0
-0.160992659156026	1	-0	TBC1D13	0	NA	0
-0.11043773798444967	1	-0	RIC1	0	NA	0
-0.23779162299182666	1	-0	KDM4C	0	NA	0
-0.24874698094926195	1	-0	DOCK8	0	NA	0
-0.15773494199073035	0.9999999999922091	3.383535781908699e-12	KANK1	0	NA	0
1.3070453234216393	0.11229013192822412	0.9496584079186444	ELAVL2	0	NA	0
-0.11764889212476692	0.9999850001092888	6.514418622926204e-6	NCS1	0	NA	0
-0.03413313141535923	1	-0	TESK1	0	NA	0
0.08765757259067553	0.9999998598237444	6.08777785690656e-8	KCNT1	0	NA	0
-0.0990371063571649	1	-0	FUBP3	0	NA	0
-0.79968215359869	0.7666537348611333	0.11540074425748345	TYRP1	0	NA	0
-0.24178029632082865	1	-0	CREB3	0	NA	0
-0.0677128665403135	1	-0	RGP1	0	NA	0
0.269528274714971	0.9922625305117446	0.0033734080189395644	MPDZ	0	NA	0
0.26241790524972775	0.9999470496560624	2.2996651032641528e-5	LHX3	0	NA	0
-0.7975558430844338	0.9834306804159424	0.007256247004264607	DDX58	0	NA	0
-0.34556984529071233	1	-0	EDF1	0	NA	0
-1.140575867088642	0.08234023426554414	1.0843879017290066	PIP5K1B	0	NA	0
-2.1511712774268616	2.5363507594594013e-5	4.595790686766676	GLIS3	-1	downreg	0
-0.17319020873546087	1	-0	BAG1	0	NA	0
-0.48555359597476944	0.9999998611992941	6.02803848526623e-8	RAPGEF1	0	NA	0
-0.25773171785574034	0.9842651636035463	0.006887885739035608	NPDC1	0	NA	0
0.27818759374378454	0.997936448426224	8.971150018241543e-4	APBA1	0	NA	0
-0.18857262557306242	1	-0	SETX	0	NA	0
-0.37733190760356106	0.9928412783123691	0.003120174931350921	PTGDS	0	NA	0
-0.9728564798039909	0.5707237812564502	0.2435740306343816	ABCA2	0	NA	0
1.0407319435459248	0.4075586587745631	0.3898098756387672	SHB	0	NA	0
0.006444817686935167	1	-0	UBE2R2	0	NA	0
0.30915537988585395	1	-0	ABHD17B	0	NA	0
0.025843677985712077	1	-0	EXOSC3	0	NA	0
0.10940448340122355	1	-0	ZFAND5	0	NA	0
0.12328898461188498	1	-0	DVL1	0	NA	0
-1.4578241789303408	0.007469195722312078	2.1267261601882073	PDLIM1	0	downreg	0
-0.17655454424175243	1	-0	CCNJ	0	NA	0
-0.25561020596150996	0.9968361016082623	0.0013762419074770478	DNTT	0	NA	0
-0.9697928244871883	0.5356158198046911	0.27114660426566867	GATA3	0	NA	0
2.943023644509917	9.606106680604351e-10	9.017452594613513	ATRNL1	1	upreg	0
-0.03062847013564074	1	-0	HPS1	0	NA	0
0.030480373322659737	1	-0	PHYH	0	NA	0
0.5988192922124365	0.9931540580294658	0.002983378531254982	RASSF4	0	NA	0
-0.23029181873967186	0.9999999999511159	2.1230103124049474e-11	DNMBP	0	NA	0
-0.05018262305468468	1	-0	RAB11FIP2	0	NA	0
-1.1515675688121583	0.30716421687645	0.5126293788692327	CXCL12	0	NA	0
-0.08435246739454483	1	-0	ERLIN1	0	NA	0
0.02488450483265847	1	-0	EIF3A	0	NA	0
-0.8591826183049589	0.7646770418694111	0.11652194857019531	PKD2L1	0	NA	0
-0.06061681488264381	0.9999999999963861	1.5694911681916384e-12	CUBN	0	NA	0
0.10312195050887318	1	-0	TRDMT1	0	NA	0
-0.05545311685079657	1	-0	DDX50	0	NA	0
0.016636931568608126	1	-0	MAPK8	0	NA	0
-0.017596233241556014	1	-0	SEC23IP	0	NA	0
0.3602237457804973	1	-0	ATE1	0	NA	0
-0.12495787307355144	1	-0	NSMCE4A	0	NA	0
1.170586318717408	0.24648811464985754	0.6082040170213424	PLEKHA1	0	NA	0
-1.9034295635395577	0.0021001817557048316	2.6777431185594556	PALD1	0	downreg	0
0.24354024087921244	0.9996473842445699	1.5316608278974564e-4	UNC5B	0	NA	0
-1.1107418421879753	0.26144967715159706	0.5826118901179992	CDH23	0	NA	0
-0.43109959582881263	0.9999999999948426	2.239843406569096e-12	VSIR	0	NA	0
-0.4049098761724661	0.9943151810300603	0.0024759298025597977	SPOCK2	0	NA	0
0.2999071316560862	1	-0	MICU1	0	NA	0
0.12968277001331874	1	-0	PPP3CB	0	NA	0
0.3831047643792562	1	-0	CCSER2	0	NA	0
1.0689522164482423	0.33336522321116113	0.4770797079131071	BMPR1A	0	NA	0
0.1997956383338031	1	-0	MINPP1	0	NA	0
-0.16471600111106732	0.9999997397328871	1.1303258564598814e-7	ACTA2	0	NA	0
-0.3016614241401365	0.9999999999994367	2.446498782646378e-13	LIPA	0	NA	0
0.18486334572419327	1	-0	TWNK	0	NA	0
0.18565456473934105	1	-0	LZTS2	0	NA	0
-0.0758507434051574	1	-0	SFXN3	0	NA	0
0.5616645114060341	0.9998645242627555	5.8840350927015724e-5	KAZALD1	0	NA	0
-0.051876751910039154	1	-0	FBXW4	0	NA	0
-0.042190415324339536	1	-0	NPM3	0	NA	0
-0.03915314796296787	1	-0	TNKS2	0	NA	0
0.06515232499833967	1	-0	GBF1	0	NA	0
0.2418270662389599	1	-0	ARHGAP21	0	NA	0
0.03972710882851338	1	-0	CPEB3	0	NA	0
0.13141558704504197	1	-0	FBXL15	0	NA	0
0.18955971622215184	1	-0	CUEDC2	0	NA	0
0.23395220333196942	1	-0	SUFU	0	NA	0
0.061138301343028445	1	-0	ANKRD26	0	NA	0
0.047342817491112577	1	-0	ACBD5	0	NA	0
-0.061136483713364775	1	-0	LHPP	0	NA	0
-0.017774093540887215	1	-0	LARP4B	0	NA	0
0.081836625241518135	1	-0	GTPBP4	0	NA	0
-0.2673313051323918	1	-0	EDRF1	0	NA	0
0.11387374750241985	1	-0	BCCIP	0	NA	0
0.1830056927696102	1	-0	MTPAP	0	NA	0
0.7240295229875637	0.9305282394907644	0.03127044244840793	NEURL1	0	NA	0
0.07253349688868482	1	-0	SH3PXD2A	0	NA	0
-0.17610666100074823	1	-0	PITRM1	0	NA	0
0.3046871717916484	1	-0	STN1	0	NA	0
-0.7986442984769351	0.8236512768454725	0.08425662397990265	MAP3K8	0	NA	0
-1.5389414051201453	0.019441334621565325	1.711273924652246	DKK1	0	downreg	0
-0.5895632454526605	0.9895351357471566	0.004568780547835908	EBF3	0	NA	0
0.22044826673193008	1	-0	GLRX3	0	NA	0
0.03746130217562804	0.9999539455588325	2.0001650252110793e-5	SORCS1	0	NA	0
-0.07254694960028196	1	-0	TASOR2	0	NA	0
-0.014939957963696848	1	-0	XPNPEP1	0	NA	0
0.2707993720003099	1	-0	SMC3	0	NA	0
0.19950231456806033	1	-0	SHOC2	0	NA	0
0.20325111945914998	1	-0	TFAM	0	NA	0
0.47629351681781174	0.9999863955503049	5.908377622122964e-6	CCDC6	0	NA	0
0.16205754528699057	1	-0	CUL2	0	NA	0
-0.08101356204894383	1	-0	CCNY	0	NA	0
0.05806565203494607	1	-0	UBE2S	0	NA	0
-0.5265151060962552	0.9999999820586172	7.791843628009842e-9	RPL28	0	NA	0
-0.9652311222797145	0.5557613045361887	0.2551116947148814	ZMIZ1	0	NA	0
1.143155742423236	0.254900989306312	0.5936284789699696	DNAJC12	0	NA	0
0.05483152167034522	1	-0	PPIF	0	NA	0
0.13559273592538168	1	-0	PBLD	0	NA	0
0.2723687780583113	0.9999999999999996	1.9286549331065747e-16	TSPAN14	0	NA	0
0.15955194023001162	1	-0	TBC1D12	0	NA	0
-0.792542261879146	0.7788954360687195	0.1085208408979019	KRT23	0	NA	0
0.3113929840866536	1	-0	NUFIP2	0	NA	0
0.10187060710626561	1	-0	GIT1	0	NA	0
-0.5032782032451468	0.9999999999997057	1.2782160569165702e-13	RPL19	0	NA	0
0.2926403650725642	1	-0	FBXL20	0	NA	0
-0.1333991936314396	0.9999995817848931	1.8162855114593883e-7	RUNDC3A	0	NA	0
0.03631472867330299	1	-0	UBTF	0	NA	0
-0.23486485117446243	0.9995001550210507	2.171341874033407e-4	CSF3	0	NA	0
0.1611354061909882	1	-0	PSMD3	0	NA	0
0.08532918293562197	1	-0	CASC3	0	NA	0
-0.3036964744643196	1	-0	RAPGEFL1	0	NA	0
0.9203748215754581	0.6442550650764618	0.19094215837874845	RGS9	0	NA	0
0.8049770481160485	0.8586865221651508	0.06616535367894205	RNF43	0	NA	0
0.6723392992555337	0.9023560823353083	0.044622049956003766	WNT3	0	NA	0
-1.0013174373313962	0.4973452640024678	0.30334201329556837	ASPA	0	NA	0
0.2503557016767135	1	-0	RAD51C	0	NA	0
0.48382740311657013	0.9996493575583827	1.523087820378934e-4	SEPTIN4	0	NA	0
0.2197298062350601	1	-0	MTMR4	0	NA	0
0.2924557195575366	1	-0	TRIM37	0	NA	0
-1.1112734248347849	0.2844121686566633	0.5460518261300913	P2RX1	0	NA	0
0.11829379617753233	1	-0	DHX40	0	NA	0
0.006549135921632754	1	-0	TUBD1	0	NA	0
0.10409451330674635	1	-0	KPNB1	0	NA	0
-0.22975675090726888	1	-0	GOSR2	0	NA	0
0.32690800799742137	0.9999999999984593	6.690986126685137e-13	PNPO	0	NA	0
0.004358918498212461	1	-0	RPS6KB1	0	NA	0
0.46982116377140803	0.9999995247094631	2.0641610654231864e-7	TRIM16L	0	NA	0
-0.21745666404887487	1	-0	CDK5RAP3	0	NA	0
0.2311083413157693	1	-0	CBX1	0	NA	0
-0.08910921100487457	1	-0	RECQL5	0	NA	0
-0.6804847708964874	0.9999992859663878	3.1010096839919156e-7	PIGL	0	NA	0
0.018597281509368013	1	-0	GALK1	0	NA	0
0.306679063088251	1	-0	INTS2	0	NA	0
0.11482086871776609	1	-0	CAMTA2	0	NA	0
0.18688971454571401	1	-0	MED13	0	NA	0
-0.7202825054449988	0.8797313277165644	0.05564994228841672	HOXB6	0	NA	0
0.29627616444783733	1	-0	ENO3	0	NA	0
0.29533736587927617	1	-0	PFN1	0	NA	0
0.08577352170996999	1	-0	RNF167	0	NA	0
-0.003615419424997768	1	-0	SLC25A11	0	NA	0
-0.49551857458434556	0.991215163944116	0.0038320625976116796	RASD1	0	NA	0
-0.48980190205040836	0.999207926738828	3.441293524181309e-4	CHRNE	0	NA	0
-0.3053235048863532	1	-0	RAI1	0	NA	0
0.1701680459553545	1	-0	NUP88	0	NA	0
0.13917063312277467	1	-0	C1QBP	0	NA	0
0.08821198102152383	1	-0	SLC6A4	0	NA	0
-0.026208555414557466	1	-0	BLMH	0	NA	0
0.023027490307174325	1	-0	CPD	0	NA	0
-0.016929140904224482	1	-0	GOSR1	0	NA	0
0.012626175431585729	1	-0	CCDC47	0	NA	0
0.16465135918045837	1	-0	MED31	0	NA	0
0.020872207770927353	1	-0	DRG2	0	NA	0
0.20616598770337813	1	-0	FTSJ3	0	NA	0
-0.1651646823127555	1	-0	AKAP10	0	NA	0
-0.05473115786461946	1	-0	SMARCD2	0	NA	0
-0.1290863020230244	1	-0	ICAM2	0	NA	0
0.2539197892141729	1	-0	SYNGR2	0	NA	0
-0.18254389782493385	1	-0	B9D1	0	NA	0
0.0399097606081229	1	-0	UTP6	0	NA	0
-0.31605599775366144	1	-0	DDX5	0	NA	0
0.04583696847180274	1	-0	C17orf75	0	NA	0
-0.13189751987362985	1	-0	CYTH1	0	NA	0
0.3222380963542406	1	-0	PSMD11	0	NA	0
-1.3574451651277406	0.06250175093547518	1.2041078160805065	LGALS3BP	0	NA	0
-0.0506888665247347	0.9999998681376848	5.726707962849204e-8	CCL7	0	NA	0
-1.7972113154414153	0.005245175904513382	2.280239942536488	CCL2	0	downreg	0
-2.305627195596722	1.765929607168676e-5	4.753026612099056	CCL8	-1	downreg	0
0.22832882561694046	0.9987664100974644	5.360720021295544e-4	CCL1	0	NA	0
0.01836090453666639	1	-0	PEX12	0	NA	0
0.32891850479952023	0.9999983671738253	7.091279765267369e-7	KRT32	0	NA	0
-0.396420760713065	0.9999999331342175	2.9039441324219927e-8	DHX58	0	NA	0
-0.12747677464519658	1	-0	KAT2A	0	NA	0
0.025291981300244792	1	-0	RAB5C	0	NA	0
-0.12221338317116182	1	-0	NAGLU	0	NA	0
-0.19578366447067452	1	-0	HSD17B1	0	NA	0
0.1469872374362362	1	-0	MLX	0	NA	0
0.054069348877075374	0.9999999997991403	8.72322429548245e-11	CNTNAP1	0	NA	0
-1.1462630827020868	0.24802505683596449	0.6055044421742144	ABI3	0	NA	0
-0.08425424534581971	1	-0	EZH1	0	NA	0
0.5894196813121632	0.965984178456125	0.015029986695759695	DLX4	0	NA	0
0.3453486261722549	1	-0	PPP1R9B	0	NA	0
-0.22920034478016116	0.9999570684933489	1.8645316677012465e-5	COL1A1	0	NA	0
1.324887105598596	0.11799826847803291	0.9281243655409338	SGCA	0	NA	0
-0.1933343043930993	0.9999783222597287	9.4146250242183e-6	PTGES3L-AARSD1	0	NA	0
0.005674546112981904	1	-0	MRPL27	0	NA	0
0.22768654100618146	1	-0	VAT1	0	NA	0
0.1927173740416004	1	-0	LRRC59	0	NA	0
0.7464038286381601	0.9044199073156407	0.04362988690365557	RND2	0	NA	0
-0.2962040149542309	0.9999999999991322	3.768591739291881e-13	ALOX12	0	NA	0
-0.07671562752035488	1	-0	HDAC5	0	NA	0
-1.4179149630344805	0.05526600202350662	1.2575419514111832	ABCC3	0	NA	0
-0.5041983472626086	0.9999999999999991	3.8573098662131503e-16	LUC7L3	0	NA	0
-0.36827732575428745	0.9992676016532119	3.181930968428017e-4	MPP2	0	NA	0
-0.14201864574042222	1	-0	SMURF2	0	NA	0
0.44772542012294236	0.9999999999999987	5.785964799319727e-16	DUSP3	0	NA	0
0.124890093411965	1	-0	EFTUD2	0	NA	0
0.7136778076616128	0.8919587772473784	0.04965521650693091	HLF	0	NA	0
