CNV Identifier	Chrmosome	Narrow Region Start	Narrow Region End	Wide Region Start	Wide Region End	Frequency	num_samples
17010	chr16	88023282	88023522	88023282	88023522	9.12	105
17020	chr16	88196671	88196942	88196671	88196942	13.73	158
17050	chr16	88808170	88808321	88808170	88808321	14.34	275
17083	chr16	89799105	89799291	89799105	89799291	15.46	178
15902	chr16	220628	227792	220628	227792	6.49	264
15903	chr16	222864	225952	222864	225952	5.99	161
15920	chr16	530775	531086	530775	531086	10.89	209
2087	chr16	553465	554901	553465	554901	11.82	182
15937	chr16	553946	554874	553946	554874	9.77	156
15952	chr16	876627	876958	876627	876958	33.59	387
15944	chr16	896579	897294	896579	897294	17.85	206
15946	chr16	1003428	1004070	1003428	1004070	9.72	112
15968	chr16	1422870	1424127	1422870	1424127	6.82	109
15991	chr16	2347995	2348156	2347995	2348156	12.71	244
15997	chr16	2698573	2699847	2698573	2699847	8.24	127
16106	chr16	8688168	8689563	8688168	8689563	8.13	279
16107	chr16	8755311	8756842	8755311	8756842	15.77	777
16132	chr16	10771057	10771584	10771057	10771584	30.93	1060
16139	chr16	11468965	11469430	11468965	11469430	8.44	162
16141	chr16	11683731	11685292	11683731	11685292	51.04	1749
16160	chr16	13294450	13296484	13294450	13296484	25.02	1236
16273	chr16	22908972	22909251	22908972	22909251	69.13	813
16276	chr16	23047726	23049533	23047726	23049533	68.89	3362
16306	chr16	25340968	25343048	25340968	25343048	63.97	1021
16322	chr16	26916921	26919500	26916921	26919500	7.8	202
16457	chr16	32600304	32601868	32600304	32601868	25.36	854
16562	chr16	49288297	49289114	49288297	49289114	7.95	204
16564	chr16	49335852	49336301	49335852	49336301	9.02	309
16586	chr16	52412391	52414906	52412391	52414906	8.11	278
16613	chr16	56617024	56617359	56617024	56617359	42.03	807
16619	chr16	57326365	57328170	57326365	57328170	40.54	1389
16622	chr16	57366281	57367124	57366281	57367124	7.9	190
16623	chr16	57725869	57729099	57725869	57729099	5.42	251
16624	chr16	57725351	57727831	57725351	57727831	14.65	603
16632	chr16	58290901	58291220	58290901	58291220	19.07	366
16637	chr16	58673828	58677349	58673828	58677349	19.59	967
16639	chr16	58674422	58676363	58674422	58676363	8.7	311
16649	chr16	59037875	59038057	59037875	59038057	9.21	106
16667	chr16	60611857	60613434	60611857	60613434	8.96	307
16673	chr16	60918851	60919104	60918851	60919104	9.33	179
16677	chr16	61452740	61453019	61452740	61453019	17.53	202
16683	chr16	62046861	62047194	62046861	62047194	61.17	720
16710	chr16	66735919	66738951	66735919	66738951	5.5	141
16719	chr16	67513805	67514123	67513805	67514123	21.11	243
16727	chr16	69854331	69858805	69854331	69858805	7.79	267
16741	chr16	70553009	70553330	70553009	70553330	64.04	739
16811	chr16	76294917	76295086	76294917	76295086	13.44	258
16827	chr16	77090641	77092862	77090641	77092862	18.95	934
16839	chr16	78171651	78172356	78171651	78172356	6.59	325
16860	chr16	78876646	78877569	78876646	78877569	5.88	290
16903	chr16	81173807	81174324	81173807	81174324	49.84	1679
16945	chr16	82634726	82635120	82634726	82635120	8.43	224
16946	chr16	83003971	83004270	83003971	83004270	11.73	225
16929	chr16	84501386	84504079	84501386	84504079	19.24	1147
16959	chr16	85302218	85304625	85302218	85304625	5.73	283
16962	chr16	85585866	85586184	85585866	85586184	8.55	164
16966	chr16	85996940	85997565	85996940	85997565	14.68	505
16992	chr16	87597541	87597836	87597541	87597836	10.32	109
17012	chr16	88112106	88116046	88112106	88116046	27.04	1342
17014	chr16	88113664	88115417	88113664	88115417	14.39	553
2383	chr16	88613322	88614315	88613322	88614315	10.13	156
17031	chr16	88861923	88863481	88861923	88863481	22.06	1077
17037	chr16	88862616	88863416	88862616	88863416	10	154
17075	chr16	89896060	89898398	89896060	89898398	6.08	294
17088	chr16	89967766	89969142	89967766	89969142	7.14	131
2396	chr16	89973743	89975018	89973743	89975018	17.14	264
17086	chr16	90131655	90136922	90131655	90136922	5.18	173
15964	chr16	1289937	1295280	1289937	1295280	10.01	266
2163	chr16	15059633	15076845	15059633	15076845	80.83	2032
2161	chr16	16631918	16651453	16631918	16651453	9.87	249
16241	chr16	19945488	19970642	19945488	19970642	17.04	3161
16244	chr16	19959365	19966090	19959365	19966090	8.05	327
2197	chr16	21541722	21569418	21541722	21569418	97.3	2446
2198	chr16	21572650	21580300	21572650	21580300	72.43	2661
16285	chr16	23760372	23762235	23760372	23762235	40.78	1358
16305	chr16	25339870	25343416	25339870	25343416	68.34	2351
16310	chr16	25639368	25640145	25639368	25640145	28.68	983
2210	chr16	28609678	28623024	28609678	28623024	27.57	1108
2288	chr16	32328770	32370893	32328770	32370893	86.4	2172
16450	chr16	32588179	32590787	32588179	32590787	10.73	279
2287	chr16	32831655	32863936	32831655	32863936	82.4	2064
2293	chr16	33446097	33480208	33446097	33480208	85	2137
2285	chr16	33523792	33571506	33523792	33571506	84.74	2127
16437	chr16	33589115	33599697	33589115	33599697	9.48	243
2313	chr16	48509336	48510912	48509336	48510912	6.56	101
16554	chr16	48508920	48511389	48508920	48511389	39.77	1959
16555	chr16	48509288	48510957	48509288	48510957	29.51	443
16576	chr16	51184640	51190500	51184640	51190500	13.64	144
2315	chr16	55831873	55864567	55831873	55864567	5.11	882
16636	chr16	58647189	58650306	58647189	58650306	24.56	1125
16643	chr16	58945822	58954213	58945822	58954213	9.8	336
16671	chr16	60910033	60913925	60910033	60913925	20.7	397
16685	chr16	62544314	62552540	62544314	62552540	12.77	632
16697	chr16	64589056	64591195	64589056	64591195	8.43	216
2327	chr16	68786671	68795657	68786671	68795657	5.42	136
2339	chr16	70181848	70196734	70181848	70196734	45.69	1834
2343	chr16	70977467	70980524	70977467	70980524	8.53	214
16744	chr16	70977719	70979972	70977719	70979972	80.65	100
2346	chr16	72090035	72094209	72090035	72094209	23.69	490
16797	chr16	75429830	75430673	75429830	75430673	56.07	1907
16819	chr16	76538917	76544483	76538917	76544483	43.49	1873
16820	chr16	76539207	76543818	76539207	76543818	35.86	1316
16818	chr16	76661549	76671182	76661549	76671182	5.73	147
16849	chr16	78371592	78384911	78371592	78384911	10.02	1935
16885	chr16	80976509	80983310	80976509	80983310	6.17	358
16886	chr16	80978714	80983234	80978714	80983234	7.52	115
16931	chr16	83889679	83891774	83889679	83891774	8.77	203
16955	chr16	85149484	85150074	85149484	85150074	55.36	1910
2375	chr16	85437757	85448129	85437757	85448129	13.99	499
17002	chr16	87828686	87831534	87828686	87831534	18.03	889
15995	chr16	2699044	2705416	2699044	2705416	8.53	229
2158	chr16	15080289	15105134	15080289	15105134	79.71	2031
2138	chr16	16742122	16888507	16742122	16888507	99.48	2501
2145	chr16	18607512	18675650	18607512	18675650	15.39	492
2154	chr16	18292404	18331769	18292404	18331769	7.6	191
2177	chr16	20530862	20619852	20530862	20619852	18.27	2515
2188	chr16	21512076	21595577	21512076	21595577	18.87	266
2187	chr16	22622927	22783522	22622927	22783522	18.05	2490
2190	chr16	22648027	22697006	22648027	22697006	17.94	2678
2281	chr16	32593825	32647013	32593825	32647013	13.9	2122
2296	chr16	32903515	32927806	32903515	32927806	17.73	446
16446	chr16	32598581	32602963	32598581	32602963	15.65	392
2277	chr16	33484523	33543761	33484523	33543761	53.17	2129
2278	chr16	33588216	33631823	33588216	33631823	53.04	2127
16385	chr16	33346194	33787862	33346194	33787862	7.37	1041
2248	chr16	34451274	34760388	34451274	34760388	13.17	2446
16601	chr16	55785920	55823888	55785920	55823888	6.72	1199
2332	chr16	70151214	70204367	70151214	70204367	6.47	307
2342	chr16	71056854	71206504	71056854	71206504	18.21	2506
2345	chr16	72088515	72116064	72088515	72116064	5.46	247
2348	chr16	74387937	74459162	74387937	74459162	6.97	157
2351	chr16	74393952	74434293	74393952	74434293	71.63	1798
16911	chr16	81899984	81900330	81899984	81900330	12.34	142
15930	chr16	998830	1000717	998830	1000717	56.68	1887
2341	chr16	70848127	71105161	70848127	71105161	16.96	2523
17131	chr17	184362	184611	184362	184611	15.55	179
17183	chr17	724212	724662	724212	724662	47.7	735
17192	chr17	887459	887633	887459	887633	8.39	163
17212	chr17	1602163	1602938	1602163	1602938	19.8	678
17306	chr17	7524413	7524918	7524413	7524918	11.57	222
17318	chr17	9065214	9065332	9065214	9065332	7.26	134
17342	chr17	11557369	11557691	11557369	11557691	25.12	482
17406	chr17	17210787	17210903	17210787	17210903	11.93	126
17429	chr17	19410134	19410441	19410134	19410441	11.08	202
17566	chr17	35250482	35250933	35250482	35250933	10.95	210
17706	chr17	44086722	44086961	44086722	44086961	9.17	167
17705	chr17	44176393	44176717	44176393	44176717	7.76	149
17707	chr17	44888487	44888655	44888487	44888655	7.3	133
17751	chr17	48844117	48844499	48844117	48844499	5.74	147
17840	chr17	60934360	60934485	60934360	60934485	15.95	291
17844	chr17	61578617	61578873	61578617	61578873	14.96	287
17862	chr17	63272052	63272372	63272052	63272372	19.09	348
17876	chr17	65291301	65291461	65291301	65291461	6.37	116
17892	chr17	66227555	66227777	66227555	66227777	39.62	760
17953	chr17	72639086	72639233	72639086	72639233	27.22	522
17999	chr17	75483558	75483912	75483558	75483912	9.65	176
18012	chr17	76282527	76282977	76282527	76282977	38.7	596
18015	chr17	76505128	76505311	76505128	76505311	20.23	388
18025	chr17	77125448	77125603	77125448	77125603	8.65	166
18030	chr17	77438304	77438418	77438304	77438418	10.95	126
18065	chr17	79128318	79128661	79128318	79128661	13.97	268
18070	chr17	79610350	79610666	79610350	79610666	41.23	475
18111	chr17	80997178	80997482	80997178	80997482	11.99	230
18106	chr17	81013248	81013853	81013248	81013853	9.21	106
17096	chr17	40650	43137	40650	43137	9.85	252
2412	chr17	103456	107807	103456	107807	23.71	490
17110	chr17	122899	123341	122899	123341	17.64	203
17113	chr17	193858	197139	193858	197139	28.73	1416
17117	chr17	205474	206409	205474	206409	10.71	284
17144	chr17	485319	485999	485319	485999	16.58	568
17173	chr17	667996	668791	667996	668791	15.31	407
17167	chr17	723719	724861	723719	724861	84.81	2205
17171	chr17	801623	802237	801623	802237	61.63	2127
17170	chr17	852101	853021	852101	853021	11.24	184
17177	chr17	1097737	1098193	1097737	1098193	44.95	1540
17197	chr17	1146029	1148093	1146029	1148093	11.27	119
17198	chr17	1146328	1147678	1146328	1147678	31.63	1053
17206	chr17	1452775	1453136	1452775	1453136	12.15	236
17211	chr17	1654683	1655417	1654683	1655417	31.07	1064
17214	chr17	1912675	1913542	1912675	1913542	62.96	1676
17216	chr17	1916936	1917063	1916936	1917063	18.77	216
17246	chr17	3734773	3735836	3734773	3735836	43.7	1497
17273	chr17	5587685	5588655	5587685	5588655	7.42	254
17274	chr17	5595707	5597499	5595707	5597499	9.6	473
17296	chr17	6874731	6875034	6874731	6875034	28.59	549
17303	chr17	7264576	7265993	7264576	7265993	5.77	279
17304	chr17	7336423	7337723	7336423	7337723	11.09	380
17310	chr17	8246618	8247966	8246618	8247966	42.68	1438
17315	chr17	8595994	8596195	8595994	8596195	6.15	118
17317	chr17	8713425	8715287	8713425	8715287	24.5	839
17338	chr17	11411662	11412339	11411662	11412339	27.11	1321
17350	chr17	12345648	12347221	12345648	12347221	40.09	423
17359	chr17	13531669	13533168	13531669	13533168	22.89	787
17381	chr17	14190882	14191686	14190882	14191686	69.76	1096
17375	chr17	15046090	15048181	15046090	15048181	6.33	207
17372	chr17	15183455	15185721	15183455	15185721	9.09	439
17371	chr17	15541001	15546800	15541001	15546800	19.78	239
17386	chr17	15591107	15597226	15591107	15597226	5.46	140
17400	chr17	16505450	16506298	16505450	16506298	23.69	775
17409	chr17	17230369	17231247	17230369	17231247	59.37	1958
17426	chr17	18791138	18792163	18791138	18792163	65.22	705
17434	chr17	19571909	19572320	19571909	19572320	26.71	487
17447	chr17	20662619	20663096	20662619	20663096	40.22	1339
17483	chr17	25536609	25538254	25536609	25538254	7.65	273
17490	chr17	26780482	26782173	26780482	26782173	23.57	363
17492	chr17	26782397	26783495	26782397	26783495	12.95	149
17494	chr17	26843766	26844173	26843766	26844173	20.31	234
17500	chr17	27782139	27784324	27782139	27784324	7.13	183
17509	chr17	28988474	28989133	28988474	28989133	6.57	126
17508	chr17	29186701	29187068	29186701	29187068	7.4	142
17515	chr17	29830189	29831287	29830189	29831287	10.92	274
17519	chr17	30106608	30107555	30106608	30107555	12.8	634
17524	chr17	30436736	30437055	30436736	30437055	32.99	380
17536	chr17	32872776	32874502	32872776	32874502	19.64	959
17592	chr17	36963473	36964969	36963473	36964969	28.81	990
17631	chr17	39444992	39445106	39444992	39445106	7.19	131
17657	chr17	41517016	41518244	41517016	41518244	28.06	1386
17704	chr17	44223906	44224221	44223906	44224221	10.42	190
17702	chr17	44314867	44315591	44314867	44315591	10.86	198
17726	chr17	46615794	46617259	46615794	46617259	34.14	1170
17728	chr17	46904768	46907439	46904768	46907439	13.39	660
17739	chr17	47351765	47353071	47351765	47353071	31.91	1328
17741	chr17	47826802	47827875	47826802	47827875	5.25	255
17742	chr17	47827016	47827815	47827016	47827815	7.86	121
17755	chr17	49623971	49627054	49623971	49627054	17.91	614
17769	chr17	51853992	51857151	51853992	51857151	13.65	488
17774	chr17	52783846	52784531	52783846	52784531	14.95	516
17803	chr17	55687808	55689916	55687808	55689916	56.92	2809
17816	chr17	57363922	57365720	57363922	57365720	14.51	500
17818	chr17	57870149	57871315	57870149	57871315	42.44	1454
17826	chr17	58411853	58414026	58411853	58414026	14.69	725
17857	chr17	62213200	62214190	62213200	62214190	75.44	2006
17869	chr17	64287103	64289194	64287103	64289194	31.19	942
17885	chr17	65772462	65774924	65772462	65774924	5.68	146
17893	chr17	66548790	66549121	66548790	66549121	10.01	192
17897	chr17	66960925	66961259	66960925	66961259	61.75	712
17901	chr17	67344393	67348829	67344393	67348829	5.54	142
17917	chr17	70300791	70301146	70300791	70301146	24.67	284
17967	chr17	73875239	73879292	73875239	73879292	6.24	160
17975	chr17	74362044	74365075	74362044	74365075	17.87	883
17981	chr17	74783325	74788309	74783325	74788309	7.13	352
17998	chr17	75483541	75484043	75483541	75484043	29.02	334
18009	chr17	76282196	76283453	76282196	76283453	54.89	1881
18062	chr17	78834684	78835348	78834684	78835348	14.76	729
18058	chr17	79470464	79471472	79470464	79471472	64.81	2221
18068	chr17	79577680	79578003	79577680	79578003	30.68	589
18096	chr17	80932896	80934862	80932896	80934862	10.58	112
18114	chr17	80941968	80942234	80941968	80942234	12.76	147
17141	chr17	548982	550033	548982	550033	19.92	971
17240	chr17	2719918	2721217	2719918	2721217	52.48	1345
17299	chr17	6988722	6989961	6988722	6989961	25.72	881
17332	chr17	10886860	10895883	10886860	10895883	8.65	364
17378	chr17	14189909	14191556	14189909	14191556	56.77	2309
17392	chr17	15789360	15793666	15789360	15793666	26.22	1270
17394	chr17	15789862	15793847	15789862	15793847	14.7	526
2450	chr17	16711572	16724682	16711572	16724682	37.14	936
17390	chr17	16711606	16724681	16711606	16724681	24.96	1003
17414	chr17	18270137	18271646	18270137	18271646	24.06	801
2472	chr17	18359814	18376676	18359814	18376676	35.96	904
17421	chr17	18359790	18376723	18359790	18376723	17.15	877
17445	chr17	20611057	20614592	20611057	20614592	18.14	604
17469	chr17	21370319	21372142	21370319	21372142	5.45	140
17481	chr17	25536538	25540383	25536538	25540383	33.66	614
17489	chr17	26780359	26783483	26780359	26783483	32.21	1085
2511	chr17	29548331	29560018	29548331	29560018	24.14	498
2512	chr17	29582807	29590116	29582807	29590116	24.05	500
17512	chr17	29659590	29659941	29659590	29659941	30.05	577
2549	chr17	34502940	34524192	34502940	34524192	23.4	484
17551	chr17	34509779	34551554	34509779	34551554	14.32	368
17574	chr17	35755661	35759181	35755661	35759181	19.54	1184
17577	chr17	35778796	35782492	35778796	35782492	19.39	666
17626	chr17	39384291	39392558	39384291	39392558	5.45	114
17625	chr17	39421684	39433812	39421684	39433812	19.1	3474
17627	chr17	39422988	39430527	39422988	39430527	28.13	1217
17629	chr17	39429150	39433594	39429150	39433594	6.27	127
2567	chr17	39531718	39539732	39531718	39539732	5.55	288
2573	chr17	39734458	39741346	39734458	39741346	23.65	488
17650	chr17	41437890	41440399	41437890	41440399	10.32	290
2587	chr17	43589222	43597741	43589222	43597741	23.65	489
2586	chr17	43650980	43662092	43650980	43662092	5.14	153
17697	chr17	43651245	43659295	43651245	43659295	6.5	290
2604	chr17	44230893	44262697	44230893	44262697	6.06	887
2603	chr17	44341403	44366497	44341403	44366497	36.16	909
2615	chr17	45627596	45671109	45627596	45671109	23.89	497
17724	chr17	46159821	46162257	46159821	46162257	7.06	181
17767	chr17	51852809	51860908	51852809	51860908	25.58	855
17770	chr17	52158242	52168107	52158242	52168107	5.64	278
17781	chr17	54160178	54173206	54160178	54173206	5.1	987
17791	chr17	55088993	55093154	55088993	55093154	25.19	266
17792	chr17	55089719	55092848	55089719	55092848	21.51	719
17802	chr17	55685981	55689047	55685981	55689047	12.93	113
17817	chr17	57869664	57873701	57869664	57873701	12.36	108
17828	chr17	58579352	58581831	58579352	58581831	15.91	408
17922	chr17	70815227	70821347	70815227	70821347	5.14	209
17930	chr17	71369996	71370827	71369996	71370827	29.37	1006
17968	chr17	74279707	74280652	74279707	74280652	17.93	614
2445	chr17	15691074	15794651	15691074	15794651	100	2514
2448	chr17	16660760	16707833	16660760	16707833	46.35	1208
2458	chr17	18585563	18736902	18585563	18736902	18.21	2505
2464	chr17	18361739	18423872	18361739	18423872	7.74	362
17418	chr17	18418589	18465114	18418589	18465114	28.81	1041
2534	chr17	34436664	34492771	34436664	34492771	9.22	1643
2544	chr17	34610041	34641487	34610041	34641487	21.67	447
17549	chr17	34593529	34669295	34593529	34669295	10.48	269
17624	chr17	39383317	39396444	39383317	39396444	7.04	320
2588	chr17	44221777	44785049	44221777	44785049	12.45	1689
2592	chr17	44158811	44372586	44158811	44372586	12.56	1894
17675	chr17	44385867	44752364	44385867	44752364	17.03	2413
18033	chr17	77990177	78001933	77990177	78001933	11.97	321
18078	chr17	79998600	79999888	79998600	79999888	5.39	138
18133	chr18	207028	207706	207028	207706	17.9	596
18157	chr18	1852007	1852319	1852007	1852319	15.29	176
18158	chr18	1854688	1854921	1854688	1854921	16.94	195
18166	chr18	2472722	2472837	2472722	2472837	40.35	746
18222	chr18	5457105	5457205	5457105	5457205	10.04	118
18223	chr18	5492280	5492519	5492280	5492519	10.9	209
18244	chr18	8634164	8634281	8634164	8634281	7.87	151
18251	chr18	9225121	9225458	9225121	9225458	60.24	2079
18274	chr18	10331018	10331158	10331018	10331158	12.08	232
18330	chr18	13887178	13887387	13887178	13887387	7.08	129
18384	chr18	24791587	24791873	24791587	24791873	34.03	1166
18451	chr18	33201198	33201524	33201198	33201524	10.62	112
18480	chr18	37061632	37061962	37061632	37061962	77.82	916
18556	chr18	45379609	45379807	45379609	45379807	30.45	584
18560	chr18	45785629	45785896	45785629	45785896	10.27	197
18568	chr18	46333864	46333970	46333864	46333970	6.34	117
18595	chr18	49444746	49444902	49444746	49444902	11	211
18602	chr18	50612382	50612968	50612382	50612968	77.41	1984
18654	chr18	57258178	57258516	57258178	57258516	62.07	715
18666	chr18	58672176	58672859	58672176	58672859	6.54	322
18674	chr18	59591596	59591781	59591596	59591781	7.68	140
18764	chr18	66221318	66221641	66221318	66221641	14.52	282
18784	chr18	67101743	67101876	67101743	67101876	14.42	166
18795	chr18	68724367	68724677	68724367	68724677	17.62	207
18809	chr18	68904093	68904782	68904093	68904782	7.09	243
18823	chr18	70353218	70353421	70353218	70353421	12.57	241
18963	chr18	74365363	74365670	74365363	74365670	27.51	528
18962	chr18	74504533	74504945	74504533	74504945	5.47	105
18953	chr18	75267029	75267561	75267029	75267561	48.58	1945
18947	chr18	76658505	76658886	76658505	76658886	12.68	146
18995	chr18	77454159	77454551	77454159	77454551	12.42	143
18137	chr18	836704	837667	836704	837667	6.2	119
18186	chr18	3635432	3638243	3635432	3638243	6.07	208
18192	chr18	3997013	3997471	3997013	3997471	32.89	640
18193	chr18	4022701	4023110	4022701	4023110	5.37	103
18203	chr18	4535387	4536753	4535387	4536753	10.88	536
18206	chr18	4813611	4814506	4813611	4814506	19.77	495
18207	chr18	4813795	4814478	4813795	4814478	8.56	156
18209	chr18	4955590	4955987	4955590	4955987	42.11	1443
2683	chr18	5324675	5326377	5324675	5326377	7.73	119
18215	chr18	5324642	5326242	5324642	5326242	51.25	1739
18257	chr18	9621929	9622241	9621929	9622241	26.87	522
18258	chr18	9621959	9622233	9621959	9622233	90.5	2354
18270	chr18	10222278	10223605	10222278	10223605	44.25	1517
18295	chr18	11864957	11866873	11864957	11866873	8.93	229
18299	chr18	11971916	11972237	11971916	11972237	14.69	155
18303	chr18	12503588	12504466	12503588	12504466	11.65	399
18307	chr18	13143138	13144147	13143138	13144147	23.14	779
18325	chr18	14280477	14283668	14280477	14283668	11.42	464
18351	chr18	19562263	19563055	19562263	19563055	9.4	243
18359	chr18	21490977	21491121	21490977	21491121	12.41	143
18362	chr18	21990663	21992068	21990663	21992068	12.77	439
18365	chr18	22892473	22892804	22892473	22892804	32.7	636
18373	chr18	23762913	23766165	23762913	23766165	8.72	300
18377	chr18	24134021	24134443	24134021	24134443	8.34	160
18381	chr18	24571616	24572339	24571616	24572339	30.59	1507
18382	chr18	24571670	24572246	24571670	24572246	21.93	350
18393	chr18	26273003	26278467	26273003	26278467	39.4	1350
18427	chr18	29888159	29889489	29888159	29889489	9.14	313
18442	chr18	32530964	32531233	32530964	32531233	86.95	2312
18459	chr18	35306046	35306637	35306046	35306637	59.64	2947
18490	chr18	38006380	38006996	38006380	38006996	42.87	1473
18493	chr18	38864884	38868159	38864884	38868159	61.32	2987
18494	chr18	38866271	38868193	38866271	38868193	45.56	1623
18498	chr18	39585695	39586316	39585695	39586316	11.71	401
18504	chr18	40054077	40057688	40054077	40057688	6.91	334
18529	chr18	42838107	42838810	42838107	42838810	18.26	906
18554	chr18	45095005	45096066	45095005	45096066	6.67	171
18576	chr18	46979011	46979602	46979011	46979602	38.72	1326
18582	chr18	47694948	47698504	47694948	47698504	31.46	1904
18585	chr18	47870301	47876417	47870301	47876417	16.49	190
18591	chr18	49196485	49198943	49196485	49198943	25.32	1250
18592	chr18	49197010	49198401	49197010	49198401	8.68	142
18600	chr18	50462541	50463039	50462541	50463039	37.14	1287
18606	chr18	51136400	51137797	51136400	51137797	5.65	279
18607	chr18	51136428	51137703	51136428	51137703	6.86	105
18615	chr18	51952949	51956960	51952949	51956960	71.21	2419
18632	chr18	54946734	54948718	54946734	54948718	65.21	3186
18637	chr18	55177302	55177938	55177302	55177938	11.81	136
18656	chr18	57546787	57547705	57546787	57547705	7.92	203
18669	chr18	59283862	59284098	59283862	59284098	30.01	583
18671	chr18	59394916	59395048	59394916	59395048	10.6	122
18676	chr18	59672748	59674192	59672748	59674192	30.84	820
18729	chr18	62385766	62386081	62385766	62386081	57.59	664
18709	chr18	62835412	62839841	62835412	62839841	6.83	175
18718	chr18	64006979	64008010	64006979	64008010	11.25	299
18762	chr18	66204743	66209059	66204743	66209059	31.94	337
18765	chr18	66228959	66229340	66228959	66229340	56.17	1939
18775	chr18	66992797	66994078	66992797	66994078	20.66	860
18788	chr18	67953618	67955383	67953618	67955383	5.24	253
18793	chr18	68383987	68387115	68383987	68387115	5.63	184
18807	chr18	69078361	69079062	69078361	69079062	13.06	241
18862	chr18	73901646	73902035	73901646	73902035	32.11	1100
18925	chr18	74347196	74348005	74347196	74348005	24.09	825
18929	chr18	74407972	74408545	74407972	74408545	11.24	385
18926	chr18	75084720	75085464	75084720	75085464	6.3	103
2769	chr18	75267039	75268078	75267039	75268078	13.5	208
18909	chr18	75266982	75268167	75266982	75268167	56.5	2757
18917	chr18	76202115	76203357	76202115	76203357	59.4	1580
18920	chr18	76373622	76374477	76373622	76374477	13.02	150
2755	chr18	76774117	76777156	76774117	76777156	14.01	499
18912	chr18	77057735	77059035	77057735	77059035	16.02	795
18969	chr18	77168953	77169218	77168953	77169218	11.67	224
2768	chr18	77524428	77525562	77524428	77525562	23.75	491
19017	chr18	77645860	77647132	77645860	77647132	8.39	126
18183	chr18	3560286	3562097	3560286	3562097	6.28	161
18184	chr18	3568883	3571730	3568883	3571730	6.15	164
18212	chr18	5209094	5210861	5209094	5210861	27.56	1150
18284	chr18	11509701	11511474	11509701	11511474	54.88	1894
18285	chr18	11510008	11511223	11510008	11511223	15.26	235
18333	chr18	14450566	14460594	14450566	14460594	7.53	258
18372	chr18	23747759	23751695	23747759	23751695	36.97	1268
18487	chr18	38259787	38266764	38259787	38266764	25.21	1856
18523	chr18	41976707	41982107	41976707	41982107	6.07	299
2744	chr18	44542290	44558084	44542290	44558084	24.18	500
18609	chr18	51205964	51210602	51205964	51210602	5.81	286
18614	chr18	51868776	51870969	51868776	51870969	6	115
18696	chr18	63723362	63732533	63723362	63732533	21.73	1317
18704	chr18	63726350	63731577	63726350	63731577	16.28	437
18712	chr18	63766843	63769204	63766843	63769204	45.67	2245
18707	chr18	63907099	63911863	63907099	63911863	7.38	533
18716	chr18	64219700	64221255	64219700	64221255	24.87	1228
18745	chr18	64958962	64968812	64958962	64968812	5.66	924
18892	chr18	77309946	77312089	77309946	77312089	59.29	2891
2697	chr18	14432553	14565138	14432553	14565138	23.71	490
18319	chr18	14280235	14300456	14280235	14300456	14.19	486
18555	chr18	45099893	45100206	45099893	45100206	10.58	203
18577	chr18	46997684	47005315	46997684	47005315	5.02	261
19074	chr19	786550	786695	786550	786695	17.45	318
19070	chr19	879410	879714	879410	879714	9.47	109
19128	chr19	3581046	3581377	3581046	3581377	11.84	227
19152	chr19	3994543	3994871	3994543	3994871	11.94	229
19151	chr19	4036268	4036578	4036268	4036578	17.64	203
19176	chr19	4786495	4786673	4786495	4786673	9.47	109
2811	chr19	5510246	5510694	5510246	5510694	15.72	325
19180	chr19	5510049	5510543	5510049	5510543	22.7	534
19187	chr19	6163159	6163489	6163159	6163489	45.17	477
19194	chr19	6508419	6508910	6508419	6508910	9.75	334
19203	chr19	6987458	6987792	6987458	6987792	29.91	574
19251	chr19	8995049	8995196	8995049	8995196	20.58	395
19296	chr19	12695130	12695903	12695130	12695903	16.06	333
19304	chr19	13479549	13479870	13479549	13479870	16.57	175
19307	chr19	13739099	13739227	13739099	13739227	13.99	161
19360	chr19	17261345	17261802	17261345	17261802	11.65	574
19368	chr19	17856112	17856803	17856112	17856803	14.38	262
19374	chr19	18242157	18242478	18242157	18242478	8.03	154
19378	chr19	18926117	18926292	18926117	18926292	9.96	191
19468	chr19	21717094	21717341	21717094	21717341	9.9	190
19469	chr19	22509119	22509302	22509119	22509302	16.25	187
19466	chr19	22768146	22768470	22768146	22768470	16.78	322
19573	chr19	31733641	31733762	31733641	31733762	7.79	142
2883	chr19	33211100	33211863	33211100	33211863	9.29	143
19613	chr19	36662693	36662964	36662693	36662964	80.08	2083
19629	chr19	37046181	37046497	37046181	37046497	55.7	655
19660	chr19	40257544	40257851	40257544	40257851	13.08	251
19704	chr19	42418674	42418967	42418674	42418967	12.24	141
19780	chr19	47528253	47528722	47528253	47528722	31.38	1075
19819	chr19	49889474	49889799	49889474	49889799	12.93	248
19823	chr19	49947386	49947531	49947386	49947531	9.85	104
19844	chr19	51776406	51776719	51776406	51776719	17.97	349
19926	chr19	53084110	53084246	53084110	53084246	14.03	269
19981	chr19	56077042	56077888	56077042	56077888	6.01	154
20036	chr19	58034592	58034820	58034592	58034820	12.08	232
20049	chr19	59096464	59096620	59096464	59096620	27.21	496
2791	chr19	376393	377629	376393	377629	14.81	228
19050	chr19	376638	377616	376638	377616	10.97	169
19040	chr19	393125	395679	393125	395679	86.89	2181
19039	chr19	566036	569211	566036	569211	23.64	961
19067	chr19	818937	819256	818937	819256	11.36	218
19065	chr19	837852	838174	837852	838174	14.02	269
19054	chr19	1182640	1183159	1182640	1183159	7.3	140
