sample	variable	value	status
X20161109_MG_MM_Cyto685	chr_5q	0.9285714285714285	clonal
X20161109_MG_MM_Cyto687	chr_5q	0.9544642857142855	clonal
X20170102_MG_MM_Cyto717	chr_5q	1.3410714285714285	clonal
X20161109_MG_MM_Cyto688	chr_5q	0	normal
X20161109_MG_MM_Cyto689	chr_5q	0	normal
X20161109_MG_MM_Cyto690	chr_5q	-0.09285714285714285	normal
X20161109_MG_MM_Cyto691	chr_5q	0	normal
X20160727_MG_MM_Cyto608	chr_5q	0.7107142857142856	subclonal_major
X20170102_MG_MM_Cyto718	chr_5q	1.2151785714285712	clonal
X20161109_MG_MM_Cyto692	chr_5q	0	normal
X20161110_MG_MM_Cyto703	chr_5q	0.9714285714285714	clonal
X20161110_MG_MM_Cyto704	chr_5q	0	normal
X20161110_MG_MM_Cyto702	chr_5q	0	normal
X20161109_MG_MM_Cyto684	chr_5q	0	normal
X20161109_MG_MM_Cyto686	chr_5q	0	normal
X20170102_MG_MM_Cyto720	chr_5q	1.1017857142857141	clonal
X20170103_MG_MM_Cyto707	chr_5q	0	normal
X20170103_MG_MM_Cyto708	chr_5q	0	normal
X20170103_MG_MM_Cyto709	chr_5q	0	normal
X20160727_MG_MM_Cyto598b	chr_5q	0	normal
X20170103_MG_MM_Cyto712	chr_5q	1.1526785714285712	clonal
X20170103_MG_MM_Cyto713	chr_5q	0	normal
X20170103_MG_MM_Cyto714	chr_5q	1.2285714285714284	clonal
X20170103_MG_MM_Cyto715	chr_5q	0	normal
X20170103_MG_MM_Cyto716	chr_5q	1.1151785714285714	clonal
X20170102_MG_MM_Cyto721	chr_5q	1.2767857142857142	clonal
X20170102_MG_MM_Cyto722	chr_5q	0.9392857142857143	clonal
X20170102_MG_MM_Cyto723	chr_5q	0	normal
X20170102_MG_MM_Cyto724	chr_5q	0	normal
X20170102_MG_MM_Cyto726	chr_5q	0.7955357142857142	subclonal_major
MM_cytoscanHD_08282017_819	chr_5q	0	normal
MM_cytoscanHD_08282017_820	chr_5q	0	normal
MM_cytoscanHD_08282017_821	chr_5q	0	normal
MM_cytoscanHD_08302017_824	chr_5q	-0.11160714285714285	subclonal_minor
MM_cytoscanHD_08302017_825	chr_5q	0	normal
MM_cytoscanHD_08302017_826	chr_5q	0	normal
MM_cytoscanHD_08302017_827	chr_5q	0	normal
MM_cytoscanHD_08302017_828	chr_5q	0	normal
MM_cytoscanHD_08302017_829	chr_5q	0	normal
MM_cytoscanHD_09132017_840	chr_5q	0	normal
MM_cytoscanHD_09132017_841	chr_5q	0	normal
MM_cytoscanHD_09132017_842	chr_5q	1.225	clonal
MM_cytoscanHD_10192017_864	chr_5q	0	normal
MM_cytoscanHD_10262017_870	chr_5q	0	normal
MM_cytoscanHD_10262017_871	chr_5q	0	normal
MM_cytoscanHD_10262017_872	chr_5q	0	normal
MM__CytoscanHD_31052018_1016	chr_5q	1.0857142857142856	clonal
MM__CytoscanHD_31052018_1017	chr_5q	0	normal
MM__CytoscanHD_11062018_1022	chr_5q	1.0455357142857142	clonal
MM_cytoscanHD_10192017_859	chr_5q	0	normal
X20160704_MG_MM_Cyto582	chr_5q	0	normal
MM__CytoscanHD_10052018_1000	chr_5q	0	normal
MM__CytoscanHD_11062018_1023	chr_5q	0.7464285714285713	subclonal_major
MM__CytoscanHD_11062018_1024	chr_5q	0	normal
MM__CytoscanHD_11062018_1025	chr_5q	0	normal
X20170719_MG_MM_Cyto_D3MM	chr_5q	1.1687499999999997	clonal
MM__CytoscanHD_21062018_1027	chr_5q	0.9267857142857142	clonal
MM_cytoscanHD_10192017_860	chr_5q	0	normal
MM__CytoscanHD_21062018_1028	chr_5q	0	normal
X20170726_MG_MM_Cyto808	chr_5q	0	normal
MM__CytoscanHD_21062018_1029	chr_5q	-0.10624999999999998	subclonal_minor
MM__CytoscanHD_21062018_1030	chr_5q	0	normal
MM__CytoscanHD_21062018_1031	chr_5q	0	normal
MM__CytoscanHD_21062018_1032	chr_5q	1.0124999999999997	clonal
MM__CytoscanHD_31052018_1010	chr_5q	0	normal
MM__CytoscanHD_03072018_1040	chr_5q	0	normal
MM__CytoscanHD_03072018_1041	chr_5q	1.1303571428571428	clonal
X20160725_MG_MM_Cyto592	chr_5q	1.0410714285714284	clonal
MM__CytoscanHD_10052018_1001	chr_5q	0	normal
MM_cytoscanHD_11162017_886	chr_5q	0.9705357142857142	clonal
MM__CytoscanHD_31052018_1013	chr_5q	0.9875	clonal
MM__CytoscanHD_31052018_1014	chr_5q	0	normal
MM__CytoscanHD_31052018_1015	chr_5q	-0.9196428571428571	clonal
MM__CytoscanHD_24052018_1007	chr_5q	0	normal
MM__CytoscanHD_24052018_1008	chr_5q	0	normal
MM__CytoscanHD_24052018_1009	chr_5q	0	normal
MM__CytoscanHD_11062018_1018	chr_5q	1.020535714285714	clonal
MM__CytoscanHD_31052018_1011	chr_5q	0.7196428571428571	subclonal_major
MM_CytoscanHD_17042018_975	chr_5q	0	normal
MM_CytoscanHD_17042018_974	chr_5q	0.8982142857142856	subclonal_major
MM_CytoscanHD_17042018_973	chr_5q	0	normal
MM_CytoscanHD_17042018_972	chr_5q	0	normal
MM_CytoscanHD_17042018_971	chr_5q	0	normal
X20170605_MG_MM_Cyto762	chr_5q	0.938392857142857	clonal
MM_cytoscanHD_10262017_869	chr_5q	1.1276785714285713	clonal
X20161110_MG_MM_Cyto696	chr_5q	0.8616071428571428	subclonal_major
X20170704_MG_MM_Cyto788_2	chr_5q	0.9401785714285713	clonal
MM_cytoscanHD_011518_904	chr_5q	0	normal
X20170605_MG_MM_Cyto773	chr_5q	1.0098214285714284	clonal
MM_cytoscanHD_10022017_855	chr_5q	0	normal
X20170605_MG_MM_Cyto763	chr_5q	0	normal
X20170627_MG_MM_Cyto774	chr_5q	0	normal
X20140527_MART_MM_Cyto418	chr_5q	1.0089285714285712	clonal
MM_cytoscanHD3042018_964	chr_5q	0	normal
X20170627_MG_MM_Cyto775	chr_5q	0	normal
X20170704_MG_MM_Cyto790	chr_5q	0	normal
X20170704_MG_MM_Cyto784	chr_5q	0	normal
X20170704_MG_MM_Cyto791	chr_5q	1.0892857142857142	clonal
MM_cytoscanHD_08282017_822	chr_5q	0	normal
X20150708_MG_MM_Cyto487	chr_5q	0	normal
MM_cytoscanHD_08282017_816	chr_5q	0.8991071428571427	subclonal_major
X20161004_MG_MM_Cyto648	chr_5q	0	normal
X20170627_MG_MM_Cyto776	chr_5q	0	normal
X20170704_MG_MM_Cyto792	chr_5q	0	normal
X20170704_MG_MM_Cyto793	chr_5q	1.0401785714285714	clonal
MM__CytoscanHD_10052018_993	chr_5q	1.175892857142857	clonal
MM_cytoscanHD_11092017_876	chr_5q	0	normal
X20170605_MG_MM_Cyto765	chr_5q	0	normal
MM_CytoscanHD_17042018_966	chr_5q	0.1883928571428571	subclonal_minor
MM_cytoscanHD_19092017_D8	chr_5q	1.520535714285714	clonal
X20170704_MG_MM_Cyto787_2	chr_5q	0	normal
X20170627_MG_MM_Cyto778	chr_5q	0	normal
X20170605_MG_MM_Cyto767	chr_5q	1.0089285714285712	clonal
MM_cytoscanHD_11302017_891	chr_5q	0	normal
MM_cytoscanHD_11162017_880	chr_5q	0	normal
X20170717_MG_MM_Cyto794	chr_5q	0	normal
X20170719_MG_MM_Cyto_D1MM	chr_5q	0.7499999999999999	subclonal_major
X20140616_MART_MM_Cyto422	chr_5q	0	normal
X20140527_MART_MM_Cyto416	chr_5q	1.1803571428571429	clonal
MM_cytoscanHD_11302017_887	chr_5q	0	normal
X20161005_MG_MM_Cyto649	chr_5q	0	normal
MM__CytoscanHD_10052018_995	chr_5q	2.061607142857143	clonal
X20161110_MG_MM_Cyto693	chr_5q	0	normal
X20170605_MG_MM_Cyto768	chr_5q	1.8455357142857143	clonal
X20170605_MG_MM_Cyto769	chr_5q	0	normal
X20161005_MG_MM_Cyto654	chr_5q	0	normal
X20161005_MG_MM_Cyto655	chr_5q	1.1892857142857143	clonal
X20161004_MG_MM_Cyto675	chr_5q	0	normal
X20170605_MG_MM_Cyto770	chr_5q	0	normal
MM_CytoscanHD_17042018_968	chr_5q	1.2366071428571428	clonal
X20170717_MG_MM_Cyto795	chr_5q	0	normal
X20160727_MG_MM_Cyto607	chr_5q	0.9919642857142856	clonal
MM_cytoscanHD_11092017_879	chr_5q	0	normal
X20161005_MG_MM_Cyto653	chr_5q	0	normal
MM_CytoscanHD_26042018_976	chr_5q	1.369642857142857	clonal
X20170717_MG_MM_Cyto796	chr_5q	0	normal
X20150708_MG_MM_Cyto484	chr_5q	1.0866071428571429	clonal
MM_CytoscanHD_07052018_985	chr_5q	-0.11160714285714285	subclonal_minor
MM__CytoscanHD_24052018_1004	chr_5q	0	normal
X20150708_MG_MM_Cyto488	chr_5q	0	normal
MM_cytoscanHD_11162017_884	chr_5q	0	normal
X20170717_MG_MM_Cyto797	chr_5q	1.188392857142857	clonal
X20170605_MG_MM_Cyto771	chr_5q	0.9142857142857143	clonal
MM_CytoscanHD_07052018_987	chr_5q	1.119642857142857	clonal
X20150623_MART_MM_Cyto474	chr_5q	0	normal
X20150708_MG_MM_Cyto495	chr_5q	1.1124999999999998	clonal
X20140527_MART_MM_Cyto417	chr_5q	0.9955357142857142	clonal
X20161004_MG_MM_Cyto677	chr_5q	1.0151785714285713	clonal
X20170605_MG_MM_Cyto772	chr_5q	-0.7642857142857142	subclonal_major
X20170717_MG_MM_Cyto799	chr_5q	0	normal
X20150708_MG_MM_Cyto485	chr_5q	1.0857142857142856	clonal
X20140616_MART_MM_Cyto427	chr_5q	0.9535714285714285	clonal
X20151105_MART_MM_Cyto525	chr_5q	1.7892857142857141	clonal
X20151105_MART_MM_Cyto526	chr_5q	1.419642857142857	clonal
X20150708_MG_MM_Cyto492	chr_5q	0	normal
X20151105_MART_MM_Cyto521	chr_5q	0	normal
X20151216_MART_MM_Cyto535	chr_5q	0.9178571428571428	clonal
X20151105_MART_MM_Cyto527	chr_5q	0	normal
X20151105_MART_MM_Cyto528	chr_5q	0	normal
X20151105_MART_MM_Cyto523	chr_5q	0	normal
X20160309_MG_MM_Cyto556	chr_5q	0	normal
X20151105_MART_MM_Cyto529	chr_5q	0	normal
X20151105_MART_MM_Cyto518	chr_5q	1.1008928571428571	clonal
X20160309_MG_MM_Cyto557	chr_5q	0	normal
X20150708_MG_MM_Cyto493	chr_5q	0	normal
X20151105_MART_MM_Cyto520	chr_5q	0	normal
X20151105_MART_MM_Cyto530	chr_5q	1.044642857142857	clonal
X20151105_MART_MM_Cyto522	chr_5q	0	normal
X20170717_MG_MM_Cyto800	chr_5q	0	normal
X20110517_MART_MM_SNP94	chr_5q	0	normal
X20110517_MART_MM_SNP95	chr_5q	0.8553571428571427	subclonal_major
X20110714_MART_MM_SNP102	chr_5q	0	normal
X20110714_MART_MM_SNP103	chr_5q	1.094642857142857	clonal
X20110920_MART_MM_SNP132	chr_5q	0	normal
X20110920_MART_MM_SNP134	chr_5q	0	normal
X20110920_MART_MM_SNP135	chr_5q	0.5241071428571428	subclonal_major
X20120727_MART_MM_SNP199	chr_5q	0	normal
X20110920_MART_MM_SNP136	chr_5q	0	normal
X20120727_MART_MM_SNP201	chr_5q	1.0455357142857142	clonal
X20120510_MART_MM_SNP167	chr_5q	0.7741071428571428	subclonal_major
X20120727_MART_MM_SNP202	chr_5q	1.175	clonal
X20120727_MART_MM_SNP204	chr_5q	0	normal
X20120727_MART_MM_SNP203	chr_5q	1.1008928571428571	clonal
X20111212_MART_MM_SNP149	chr_5q	0	normal
X20120924_MART_MM_SNP206	chr_5q	0	normal
X20120924_MART_MM_SNP209	chr_5q	1.0714285714285714	clonal
X20120924_MART_MM_SNP212	chr_5q	0.8857142857142857	subclonal_major
X20120924_MART_MM_SNP213	chr_5q	0	normal
X20120626_MART_MM_SNP197	chr_5q	0	normal
X20120924_MART_MM_SNP214	chr_5q	0	normal
X20121008_MART_MM_SNP215	chr_5q	2.9544642857142858	clonal
X20121008_MART_MM_SNP216	chr_5q	2.134821428571428	clonal
X20120924_MART_MM_SNP211	chr_5q	1.3098214285714285	clonal
X20121008_MART_MM_SNP217	chr_5q	0	normal
X20120510_MART_MM_SNP169	chr_5q	0	normal
X20121203_MART_MM_SNP222	chr_5q	0	normal
X20121008_MART_MM_SNP218	chr_5q	1.025	clonal
X20120510_MART_MM_SNP170	chr_5q	0	normal
X20121008_MART_MM_SNP219	chr_5q	0	normal
X20121203_MART_MM_SNP229	chr_5q	0	normal
X20121008_MART_MM_SNP220	chr_5q	0	normal
X20121203_MART_MM_SNP230	chr_5q	0	normal
X20121008_MART_MM_SNP221	chr_5q	0.9017857142857142	clonal
X20121203_MART_MM_SNP224	chr_5q	1.1562499999999998	clonal
X20121203_MART_MM_SNP225	chr_5q	0	normal
X20120521_MART_MM_SNP174	chr_5q	0.9660714285714286	clonal
X20121203_MART_MM_SNP226	chr_5q	0.7964285714285714	subclonal_major
X20121203_MART_MM_SNP227	chr_5q	0	normal
X20120521_MART_MM_SNP177	chr_5q	0	normal
X20121203_MART_MM_SNP228	chr_5q	1.0785714285714285	clonal
X20120521_MART_MM_SNP176	chr_5q	1.0080357142857141	clonal
X20130527_MART_MM_SNP273	chr_5q	0.8937499999999998	subclonal_major
X20121203_MART_MM_SNP223	chr_5q	0	normal
X20130625_MART_MM_SNP281	chr_5q	0	normal
X20121203_MART_MM_SNP231	chr_5q	1.1553571428571427	clonal
X20121203_MART_MM_SNP232	chr_5q	0	normal
X20120521_MART_MM_SNP175	chr_5q	1.1223214285714285	clonal
X20121203_MART_MM_SNP234	chr_5q	0	normal
X20130527_MART_MM_SNP275	chr_5q	1.075	clonal
X20121203_MART_MM_SNP235	chr_5q	1.03125	clonal
X20120626_MART_MM_SNP193	chr_5q	0	normal
X20130527_MART_MM_SNP276	chr_5q	0	normal
X20130527_MART_MM_SNP277	chr_5q	0	normal
X20130527_MART_MM_SNP278	chr_5q	0	normal
X20121203_MART_MM_SNP236	chr_5q	0	normal
X20121203_MART_MM_SNP238	chr_5q	0	normal
X20121203_MART_MM_SNP237	chr_5q	0	normal
X20121203_MART_MM_SNP239	chr_5q	0.8303571428571428	subclonal_major
X20130625_MART_MM_SNP282	chr_5q	0	normal
X20130625_MART_MM_SNP283	chr_5q	0	normal
X20121203_MART_MM_SNP240	chr_5q	0	normal
X20130625_MART_MM_SNP284	chr_5q	0	normal
X20121203_MART_MM_SNP243	chr_5q	0	normal
X20121203_MART_MM_SNP244	chr_5q	0	normal
X20130625_MART_MM_SNP285	chr_5q	1.1401785714285713	clonal
X20121203_MART_MM_SNP245	chr_5q	1.1267857142857143	clonal
X20130516_MART_MM_SNP268	chr_5q	1.0589285714285712	clonal
X20121203_MART_MM_SNP246	chr_5q	0.9580357142857141	clonal
X20130625_MART_MM_SNP286	chr_5q	1.6919642857142856	clonal
X20121203_MART_MM_SNP248	chr_5q	0	normal
X20121203_MART_MM_SNP249	chr_5q	1.075	clonal
X20130717_MART_AL_SNP289	chr_5q	0.8374999999999999	subclonal_major
X20130717_MART_AL_SNP290	chr_5q	0	normal
X20130527_MART_MM_SNP272	chr_5q	0	normal
X20090422_MM7_SNP6.0	chr_5q	0	normal
X20121203_MART_MM_SNP242	chr_5q	0	normal
X20090728_MART_MM_SNP32	chr_5q	2.220535714285714	clonal
X20110920_MART_MM_SNP128	chr_5q	1.2374999999999998	clonal
X20110404_MART_MM_SNP84	chr_5q	0	normal
X20100331_MART_MM_SNP59	chr_5q	1.1482142857142856	clonal
X20090728_MART_MM_SNP24bis	chr_5q	0	normal
X20090728_MART_MM_SNP26	chr_5q	0	normal
X20100108_MART_MM_SNP44	chr_5q	0	normal
X20090520_MM10_SNP6.0	chr_5q	1.2339285714285713	clonal
X20100108_MART_MM_SNP51	chr_5q	0	normal
X20090728_MART_MM_SNP28	chr_5q	0	normal
X20100205_MART_MM_SNP39_2	chr_5q	0	normal
X20090520_MM11_SNP6.0	chr_5q	0	normal
X20110905_MART_MM_SNP108	chr_5q	-0.13392857142857142	subclonal_minor
X20110920_MART_MM_SNP122	chr_5q	1.0580357142857142	clonal
X20090422_MM8_SNP6.0	chr_5q	0	normal
X20111212_MART_MM_SNP165	chr_5q	0.913392857142857	clonal
X20111212_MART_MM_SNP166	chr_5q	0	normal
X20110920_MART_MM_SNP131	chr_5q	1.0473214285714285	clonal
X20100108_MART_MM_SNP52	chr_5q	0.10267857142857142	subclonal_minor
X20100331_MART_MM_SNP65	chr_5q	0.11875	subclonal_minor
X20090728_MART_MM_SNP27	chr_5q	0	normal
X20090728_MART_MM_SNP30	chr_5q	0	normal
X20111212_MART_MM_SNP161	chr_5q	0.8642857142857142	subclonal_major
X20090604_MM17_SNP6.0	chr_5q	0	normal
X20090604_MM18_SNP6.0	chr_5q	0	normal
X20100210_MART_MM_SNP54	chr_5q	0.9151785714285713	clonal
X20111212_MART_MM_SNP162	chr_5q	0.9767857142857143	clonal
X20100205_MART_MM_SNP34	chr_5q	0	normal
X20100205_MART_MM_SNP35	chr_5q	0	normal
X20111212_MART_MM_SNP163	chr_5q	0	normal
X20100331_MART_MM_SNP61	chr_5q	0.732142857142857	subclonal_major
X20110920_MART_MM_SNP119	chr_5q	0	normal
X20110920_MART_MM_SNP123	chr_5q	1.15	clonal
X20100108_MART_MM_SNP47	chr_5q	0	normal
X20090728_MART_MM_SNP33	chr_5q	0	normal
X20110920_MART_MM_SNP124	chr_5q	0	normal
X20110920_MART_MM_SNP125	chr_5q	3.6383928571428568	clonal
X20100210_MART_MM_SNP57	chr_5q	0.9678571428571429	clonal
X20090728_MART_MM_SNP23bis	chr_5q	1.0419642857142857	clonal
X20090520_MM13_SNP6.0	chr_5q	1.09375	clonal
X20100108_MART_MM_SNP45	chr_5q	0	normal
X20110920_MART_MM_SNP126	chr_5q	0.9803571428571428	clonal
X20090728_MART_MM_SNP20bis	chr_5q	0	normal
X20100205_MART_MM_SNP40_2	chr_5q	0	normal
X20100210_MART_MM_SNP55	chr_5q	0	normal
X20090520_MM14_SNP6.0	chr_5q	0	normal
X20100210_MART_MM_SNP58	chr_5q	0	normal
X20100108_MART_MM_SNP42	chr_5q	0	normal
X20090728_MART_MM_SNP31	chr_5q	1.608035714285714	clonal
X20100205_MART_MM_SNP41_2	chr_5q	0	normal
X20110920_MART_MM_SNP127	chr_5q	0	normal
X20090121_MM03_SNP6.0	chr_5q	0	normal
X20100205_MART_MM_SNP37	chr_5q	0	normal
X20110714_MART_MM_SNP101	chr_5q	1.0062499999999999	clonal
MM_cytoscanHD_10192017_863	chr_6p	0	normal
MM_cytoscanHD_10022017_856	chr_6p	0.750892857142857	subclonal_major
MM_cytoscanHD28022018_938	chr_6p	1.3124999999999998	clonal
X20130731_Cytoscan_MM305	chr_6p	0	normal
X20130731_Cytoscan_MM306	chr_6p	1.188392857142857	clonal
MM_cytoscanHD3042018_958	chr_6p	0	normal
X20130731_Cytoscan_MM308	chr_6p	0	normal
X20130731_Cytoscan_MM307	chr_6p	0	normal
MM_cytoscanHD3042018_959	chr_6p	0	normal
X20131104_Cytoscan_MM325	chr_6p	0	normal
X20130731_Cytoscan_MM309	chr_6p	0	normal
X20130731_Cytoscan_MM311	chr_6p	0	normal
MM_cytoscanHD14032018_939	chr_6p	0	normal
X20130731_Cytoscan_MM312	chr_6p	0	normal
X20130731_Cytoscan_MM313	chr_6p	0	normal
X20130711_Cytoscan_MM293	chr_6p	0	normal
X20130731_Cytoscan_MM315	chr_6p	0	normal
X20131001_Cytoscan_MM316	chr_6p	0	normal
MM_cytoscanHD_10022017_857	chr_6p	0	normal
X20131001_Cytoscan_MM319	chr_6p	0	normal
MM_cytoscanHD_10022017_858	chr_6p	0	normal
X20131001_Cytoscan_MM320	chr_6p	0	normal
X20131104_Cytoscan_MM326	chr_6p	0	normal
MM_cytoscanHD3042018_960	chr_6p	0	normal
X20131104_Cytoscan_MM327	chr_6p	0	normal
X20131104_Cytoscan_MM328	chr_6p	0	normal
MM_cytoscanHD3042018_961	chr_6p	1.10625	clonal
X20131104_Cytoscan_MM329	chr_6p	0	normal
X20130725_Cytoscan_MM300	chr_6p	1.2616071428571427	clonal
MM_cytoscanHD_10262017_866	chr_6p	0.004464285714285714	normal
X20131001_Cytoscan_MM317	chr_6p	0	normal
X20131104_Cytoscan_MM330	chr_6p	0	normal
X20131001_Cytoscan_MM321	chr_6p	0	normal
X20131104_Cytoscan_MM331	chr_6p	0	normal
X20130711_Cytoscan_MM295	chr_6p	0	normal
X20131105_Cytoscan_MM339	chr_6p	0	normal
MM_cytoscanHD14032018_940	chr_6p	0	normal
X20131001_Cytoscan_MM322	chr_6p	0	normal
X20131001_Cytoscan_MM323	chr_6p	0	normal
X20131104_Cytoscan_MM324	chr_6p	0	normal
MM_cytoscanHD26012018_934	chr_6p	0	normal
X20131105_Cytoscan_MM340	chr_6p	-0.11785714285714285	subclonal_minor
X20131105_Cytoscan_MM341	chr_6p	1.0374999999999999	clonal
MM_cytoscanHD_10262017_867	chr_6p	0	normal
MM__CytoscanHD_03072018.1035_2	chr_6p	0	normal
MM_cytoscanHD14032018_941	chr_6p	0	normal
X20131105_Cytoscan_MM342	chr_6p	0.8660714285714285	subclonal_major
X20131105_Cytoscan_MM343	chr_6p	0	normal
X20131125_Cytoscan_MM_346	chr_6p	0	normal
X20131125_Cytoscan_MM_347	chr_6p	0	normal
MM_cytoscanHD14032018_942	chr_6p	0.3660714285714285	subclonal_minor
X20131105_Cytoscan_MM344	chr_6p	3.7169642857142855	clonal
MM_cytoscanHD14032018_943	chr_6p	0.9455357142857141	clonal
MM_cytoscanHD14032018_944	chr_6p	0	normal
MM__CytoscanHD_10052018_998	chr_6p	0	normal
MM_cytoscanHD22032018_945	chr_6p	0	normal
X20131125_Cytoscan_MM_349	chr_6p	0	normal
X20130725_Cytoscan_MM302	chr_6p	0	normal
MM_cytoscanHD3042018_956	chr_6p	0	normal
MM_cytoscanHD3042018_957	chr_6p	1.28125	clonal
X20131125_Cytoscan_MM_350	chr_6p	0	normal
X20131125_Cytoscan_MM_351	chr_6p	1.207142857142857	clonal
X20131125_Cytoscan_MM_352	chr_6p	0	normal
X20131125_Cytoscan_MM_353	chr_6p	0	normal
X20131126_Cytoscan_MM_355	chr_6p	0.9366071428571427	clonal
X20131126_Cytoscan_MM_356	chr_6p	0	normal
MM__CytoscanHD_10052018_997	chr_6p	0	normal
X20131126_Cytoscan_MM_357	chr_6p	0	normal
MM__CytoscanHD_03072018_1036	chr_6p	0	normal
X20131126_Cytoscan_MM_358	chr_6p	0.9821428571428571	clonal
X20131126_Cytoscan_MM_359	chr_6p	0	normal
X20131209_Cytoscan_MM_362	chr_6p	0	normal
MM__CytoscanHD_03072018_1037	chr_6p	0	normal
X20131126_Cytoscan_MM_360	chr_6p	0	normal
X20131126_Cytoscan_MM_361	chr_6p	0	normal
X20131209_Cytoscan_MM_363	chr_6p	0	normal
X20131209_Cytoscan_MM_364	chr_6p	0.7607142857142857	subclonal_major
MM__CytoscanHD_03072018_1038	chr_6p	0	normal
MM_cytoscanHD14032018_946	chr_6p	0	normal
X20130725_Cytoscan_MM303	chr_6p	0	normal
MM_cytoscanHD14032018_947	chr_6p	0	normal
X20131209_Cytoscan_MM_365	chr_6p	0	normal
X20131209_Cytoscan_MM_366	chr_6p	0.7089285714285714	subclonal_major
X20131209_Cytoscan_MM_367	chr_6p	-1.2803571428571427	clonal
X20131209_Cytoscan_MM_368	chr_6p	0	normal
MM__CytoscanHD_03072018_1039	chr_6p	0	normal
X20131209_Cytoscan_MM_369	chr_6p	0	normal
X20140107_Cytoscan_MM_Flores_370	chr_6p	0	normal
X20140107_Cytoscan_MM_Flores_371	chr_6p	0	normal
X20140107_Cytoscan_MM_Flores_372	chr_6p	0	normal
X20140204_MART_MM_Cyto373	chr_6p	0	normal
X20140204_MART_MM_Cyto374	chr_6p	-0.10357142857142856	subclonal_minor
X20140204_MART_MM_Cyto375	chr_6p	0	normal
X20150519_MG_MM_Cyto454	chr_6p	0	normal
X20150519_MG_MM_Cyto455	chr_6p	0	normal
X20140204_MART_MM_Cyto376	chr_6p	0	normal
MM_cytoscanHD26012018_933	chr_6p	0	normal
X20130711_Cytoscan_MM296	chr_6p	0	normal
X20140204_MART_MM_Cyto377	chr_6p	0	normal
X20140204_MART_MM_Cyto378	chr_6p	0	normal
MM_cytoscanHD24012018_919	chr_6p	0	normal
X20140204_MART_MM_Cyto379	chr_6p	0	normal
X20140204_MART_MM_Cyto380	chr_6p	0.45446428571428565	subclonal_minor
X20131001_Cytoscan_MM318	chr_6p	0	normal
X20140217_MART_MM_Cyto382	chr_6p	1.158035714285714	clonal
X20140414_MART_MM_Cyto412	chr_6p	0	normal
X20160727_MG_MM_Cyto605	chr_6p	0	normal
X20140217_MART_MM_Cyto383	chr_6p	0	normal
X20150326_MG_MM_Cyto438	chr_6p	0	normal
X20150326_MG_MM_Cyto439	chr_6p	0	normal
X20140217_MART_MM_Cyto384	chr_6p	0	normal
X20140217_MART_MM_Cyto385	chr_6p	1.400892857142857	clonal
X20140217_MART_MM_Cyto386	chr_6p	0	normal
X20140217_MART_MM_Cyto387	chr_6p	0	normal
X20140310_MART_MM_Cyto388	chr_6p	0	normal
X20140310_MART_MM_Cyto389	chr_6p	0	normal
X20150326_MG_MM_Cyto440	chr_6p	0	normal
X20140310_MART_MM_Cyto390	chr_6p	0	normal
X20140310_MART_MM_Cyto391	chr_6p	0	normal
X20140310_MART_MM_Cyto392	chr_6p	1	clonal
X20140310_MART_MM_Cyto394	chr_6p	0.6214285714285713	subclonal_major
X20140319_MART_MM_Cyto396	chr_6p	0	normal
X20140319_MART_MM_Cyto397	chr_6p	0	normal
MM_cytoscanHD24012018_921	chr_6p	0	normal
X20140319_MART_MM_Cyto398	chr_6p	0	normal
X20140319_MART_MM_Cyto399	chr_6p	0	normal
X20140319_MART_MM_Cyto400	chr_6p	0	normal
X20140319_MART_MM_Cyto401	chr_6p	0	normal
MM_cytoscanHD_09212017_849	chr_6p	0	normal
MM_cytoscanHD_09212017_850	chr_6p	0	normal
MM_cytoscanHD_14092017_832	chr_6p	0	normal
X20140414_MART_MM_Cyto413	chr_6p	0	normal
MM_cytoscanHD_14092017_833	chr_6p	1.1651785714285712	clonal
MM_cytoscanHD_14092017_835	chr_6p	0.125	subclonal_minor
MM_cytoscanHD_09132017_837	chr_6p	0	normal
MM_cytoscanHD_09132017_838	chr_6p	0	normal
MM_cytoscanHD_09132017_839	chr_6p	0	normal
MM_cytoscanHD_14092017_834	chr_6p	0	normal
X20150422_MG_MM_Cyto452	chr_6p	0	normal
X20140414_MART_MM_Cyto414	chr_6p	1.0026785714285713	clonal
X20140414_MART_MM_Cyto415	chr_6p	-0.4651785714285714	subclonal_minor
MM_cytoscanHD24012018_922	chr_6p	0	normal
X20150305_MG_MM_Cyto430	chr_6p	0	normal
MM_cytoscanHD24012018_923	chr_6p	0	normal
MM_cytoscanHD24012018_924	chr_6p	0	normal
X20150422_MG_MM_Cyto447	chr_6p	0	normal
X20150422_MG_MM_Cyto448_2	chr_6p	0	normal
X20150422_MG_MM_Cyto449	chr_6p	0	normal
X20150305_MG_MM_Cyto431	chr_6p	0	normal
X20150305_MG_MM_Cyto432	chr_6p	0	normal
X20150422_MG_MM_Cyto446	chr_6p	0	normal
X20150305_MG_MM_Cyto434	chr_6p	0	normal
X20160725_MG_MM_Cyto601	chr_6p	0	normal
X20150519_MG_MM_Cyto461	chr_6p	0	normal
X20150305_MG_MM_Cyto435	chr_6p	0	normal
X20150326_MG_MM_Cyto441	chr_6p	-1.3392857142857142	clonal
X20150422_MG_MM_Cyto451	chr_6p	0.938392857142857	clonal
X20150305_MG_MM_Cyto436	chr_6p	0	normal
