sample	variable	value	status
MMRF_1860_1_BM	chr_5p	0	normal
MMRF_1861_1_BM	chr_5p	0.6055734190782421	subclonal_major
MMRF_1862_1_BM	chr_5p	0	normal
MMRF_1865_1_BM	chr_5p	0	normal
MMRF_1866_1_BM	chr_5p	0	normal
MMRF_1867_1_BM	chr_5p	0	normal
MMRF_1871_1_BM	chr_5p	0.9389067524115755	clonal
MMRF_1873_1_BM	chr_5p	2.035369774919614	clonal
MMRF_1876_1_BM	chr_5p	0	normal
MMRF_1879_1_BM	chr_5p	0	normal
MMRF_1880_1_BM	chr_5p	1.035369774919614	clonal
MMRF_1881_1_BM	chr_5p	1.1296891747052518	clonal
MMRF_1882_1_BM	chr_5p	0.9935691318327974	clonal
MMRF_1886_1_BM	chr_5p	0	normal
MMRF_1888_1_BM	chr_5p	0	normal
MMRF_1890_1_BM	chr_5p	-0.2240085744908896	subclonal_minor
MMRF_1891_1_BM	chr_5p	0	normal
MMRF_1893_1_BM	chr_5p	0.45444801714898175	subclonal_minor
MMRF_1895_1_BM	chr_5p	1.085744908896034	clonal
MMRF_1900_1_BM	chr_5p	0.9667738478027866	clonal
MMRF_1906_1_BM	chr_5p	0	normal
MMRF_1908_1_BM	chr_5p	0	normal
MMRF_1911_1_BM	chr_5p	0	normal
MMRF_1915_1_BM	chr_5p	0	normal
MMRF_1916_1_BM	chr_5p	0.4190782422293676	subclonal_minor
MMRF_1917_1_BM	chr_5p	0	normal
MMRF_1918_1_BM	chr_5p	0	normal
MMRF_1921_1_BM	chr_5p	1.7781350482315113	clonal
MMRF_1922_1_BM	chr_5p	1.3837084673097533	clonal
MMRF_1927_1_BM	chr_5p	0	normal
MMRF_1928_1_BM	chr_5p	0	normal
MMRF_1929_1_BM	chr_5p	0	normal
MMRF_1930_1_BM	chr_5p	0.8703108252947481	subclonal_major
MMRF_1931_1_BM	chr_5p	0.9496248660235798	clonal
MMRF_1932_1_BM	chr_5p	1.132904608788853	clonal
MMRF_1940_1_BM	chr_5p	0	normal
MMRF_1955_1_BM	chr_5p	0	normal
MMRF_1957_1_BM	chr_5p	0	normal
MMRF_1960_1_BM	chr_5p	1.0546623794212218	clonal
MMRF_1963_1_BM	chr_5p	0	normal
MMRF_1965_1_BM	chr_5p	0	normal
MMRF_1967_1_BM	chr_5p	0	normal
MMRF_1970_1_BM	chr_5p	0	normal
MMRF_1971_1_BM	chr_5p	0	normal
MMRF_1972_1_BM	chr_5p	0.9742765273311896	clonal
MMRF_1977_1_BM	chr_5p	1.1318327974276527	clonal
MMRF_1978_1_BM	chr_5p	0.8520900321543409	subclonal_major
MMRF_1981_1_BM	chr_5p	1.035369774919614	clonal
MMRF_1982_1_BM	chr_5p	0.9742765273311896	clonal
MMRF_1985_1_BM	chr_5p	0.9496248660235798	clonal
MMRF_1986_1_BM	chr_5p	0	normal
MMRF_1988_1_BM	chr_5p	0.4983922829581994	subclonal_minor
MMRF_1991_1_BM	chr_5p	0.8595927116827439	subclonal_major
MMRF_1992_1_BM	chr_5p	0	normal
MMRF_1994_1_BM	chr_5p	0	normal
MMRF_1995_1_BM	chr_5p	0.7749196141479099	subclonal_major
MMRF_1997_1_BM	chr_5p	0.8971061093247588	subclonal_major
MMRF_1998_1_BM	chr_5p	0	normal
MMRF_1999_1_BM	chr_5p	0	normal
MMRF_2000_1_BM	chr_5p	0	normal
MMRF_2001_1_BM	chr_5p	0	normal
MMRF_2002_1_BM	chr_5p	0.8885316184351553	subclonal_major
MMRF_2005_1_BM	chr_5p	0	normal
MMRF_2006_1_BM	chr_5p	1.0535905680600213	clonal
MMRF_2007_1_BM	chr_5p	0	normal
MMRF_2012_1_BM	chr_5p	1.0846730975348338	clonal
MMRF_2013_1_BM	chr_5p	0.2015005359056806	subclonal_minor
MMRF_2014_1_BM	chr_5p	0	normal
MMRF_2015_1_BM	chr_5p	0	normal
MMRF_2016_1_BM	chr_5p	0.7867095391211146	subclonal_major
MMRF_2017_1_BM	chr_5p	0	normal
MMRF_2018_1_BM	chr_5p	1.067524115755627	clonal
MMRF_2024_1_BM	chr_5p	0	normal
MMRF_2026_1_BM	chr_5p	0	normal
MMRF_2035_1_BM	chr_5p	1.052518756698821	clonal
MMRF_2038_1_BM	chr_5p	1.1371918542336548	clonal
MMRF_2039_1_BM	chr_5p	0.9753483386923901	clonal
MMRF_2041_1_BM	chr_5p	0	normal
MMRF_2043_1_BM	chr_5p	0.8049303322615219	subclonal_major
MMRF_2047_1_BM	chr_5p	0	normal
MMRF_2050_1_BM	chr_5p	0.8992497320471596	subclonal_major
MMRF_2054_1_BM	chr_5p	1.1339764201500535	clonal
MMRF_2055_1_BM	chr_5p	1.3386923901393355	clonal
MMRF_2056_1_BM	chr_5p	0	normal
MMRF_2057_1_BM	chr_5p	0.9539121114683815	clonal
MMRF_2058_1_BM	chr_5p	0.9260450160771704	clonal
MMRF_2059_1_BM	chr_5p	0	normal
MMRF_2061_1_BM	chr_5p	0.8124330117899249	subclonal_major
MMRF_2062_1_BM	chr_5p	0	normal
MMRF_2063_1_BM	chr_5p	1.1661307609860665	clonal
MMRF_2068_1_BM	chr_5p	2.105037513397642	clonal
MMRF_2072_1_BM	chr_5p	-0.06323687031082528	normal
MMRF_2074_1_BM	chr_5p	0.8692390139335477	subclonal_major
MMRF_2076_1_BM	chr_5p	0.9946409431939979	clonal
MMRF_2079_1_BM	chr_5p	1.1211146838156485	clonal
MMRF_2080_1_BM	chr_5p	0.9721329046087889	clonal
MMRF_2081_1_BM	chr_5p	0	normal
MMRF_2082_1_BM	chr_5p	2.2293676312968915	clonal
MMRF_2083_1_BM	chr_5p	0	normal
MMRF_2087_1_BM	chr_5p	0.8403001071811361	subclonal_major
MMRF_2089_1_BM	chr_5p	1.5916398713826367	clonal
MMRF_2090_1_BM	chr_5p	0	normal
MMRF_2091_1_BM	chr_5p	0	normal
MMRF_2093_1_BM	chr_5p	0	normal
MMRF_2095_1_BM	chr_5p	0	normal
MMRF_2097_1_BM	chr_5p	0	normal
MMRF_2098_1_BM	chr_5p	1.0546623794212218	clonal
MMRF_2101_1_BM	chr_5p	1.0621650589496248	clonal
MMRF_2102_1_BM	chr_5p	0	normal
MMRF_2106_1_BM	chr_5p	0.795284030010718	subclonal_major
MMRF_2107_1_BM	chr_5p	2.528403001071811	clonal
MMRF_2111_1_BM	chr_5p	1.0889603429796355	clonal
MMRF_2112_1_BM	chr_5p	0.6162915326902464	subclonal_major
MMRF_2113_1_BM	chr_5p	0	normal
MMRF_2115_1_BM	chr_5p	0.9271168274383708	clonal
MMRF_2116_1_BM	chr_5p	1.0085744908896033	clonal
MMRF_2118_1_BM	chr_5p	0	normal
MMRF_2119_1_BM	chr_5p	1.1554126473740622	clonal
MMRF_2122_1_BM	chr_5p	0	normal
MMRF_2124_1_BM	chr_5p	0	normal
MMRF_2125_1_BM	chr_5p	0	normal
MMRF_2126_1_BM	chr_5p	0.9367631296891746	clonal
MMRF_2128_1_BM	chr_5p	0.8585209003215434	subclonal_major
MMRF_2129_1_BM	chr_5p	0	normal
MMRF_2132_1_BM	chr_5p	1.057877813504823	clonal
MMRF_2137_1_BM	chr_5p	0	normal
MMRF_2138_1_BM	chr_5p	0.9807073954983923	clonal
MMRF_2140_1_BM	chr_5p	0	normal
MMRF_2141_1_BM	chr_5p	0.7781350482315111	subclonal_major
MMRF_2143_1_BM	chr_5p	0.6034297963558413	subclonal_major
MMRF_2144_1_BM	chr_5p	0	normal
MMRF_2149_1_BM	chr_5p	1.2261521972132903	clonal
MMRF_2150_1_BM	chr_5p	0.8563772775991425	subclonal_major
MMRF_2151_1_BM	chr_5p	0	normal
MMRF_2152_1_BM	chr_5p	0.7759914255091104	subclonal_major
MMRF_2153_1_BM	chr_5p	0.12004287245444802	subclonal_minor
MMRF_2159_1_BM	chr_5p	0	normal
MMRF_2167_1_BM	chr_5p	0.9013933547695605	clonal
MMRF_2168_1_BM	chr_5p	0	normal
MMRF_2170_1_BM	chr_5p	0	normal
MMRF_2172_1_BM	chr_5p	0	normal
MMRF_2173_1_BM	chr_5p	0	normal
MMRF_2174_1_BM	chr_5p	0	normal
MMRF_2176_1_BM	chr_5p	0	normal
MMRF_2180_1_BM	chr_5p	0.9635584137191854	clonal
MMRF_2181_1_BM	chr_5p	0	normal
MMRF_2183_1_BM	chr_5p	0.9517684887459806	clonal
MMRF_2185_1_BM	chr_5p	0	normal
MMRF_2186_1_BM	chr_5p	-0.12647374062165057	subclonal_minor
MMRF_2187_1_BM	chr_5p	1.037513397642015	clonal
MMRF_2190_1_BM	chr_5p	0	normal
MMRF_2191_1_BM	chr_5p	0	normal
MMRF_2194_1_BM	chr_5p	0	normal
MMRF_2195_1_BM	chr_5p	0.9206859592711683	clonal
MMRF_2197_1_BM	chr_5p	0.457663451232583	subclonal_minor
MMRF_2198_1_BM	chr_5p	0.9410503751339764	clonal
MMRF_2199_1_BM	chr_5p	0	normal
MMRF_2200_1_BM	chr_5p	0	normal
MMRF_2201_1_BM	chr_5p	0	normal
MMRF_2203_1_BM	chr_5p	0	normal
MMRF_2204_1_BM	chr_5p	0.8135048231511254	subclonal_major
MMRF_2207_1_BM	chr_5p	0	normal
MMRF_2209_1_BM	chr_5p	1.1103965702036442	clonal
MMRF_2211_1_BM	chr_5p	-0.1789924973204716	subclonal_minor
MMRF_2213_1_BM	chr_5p	0.8167202572347266	subclonal_major
MMRF_2214_1_BM	chr_5p	1.0535905680600213	clonal
MMRF_2215_1_BM	chr_5p	3.795284030010718	clonal
MMRF_2216_1_BM	chr_5p	1.012861736334405	clonal
MMRF_2217_1_BM	chr_5p	0.9121114683815648	clonal
MMRF_2220_1_BM	chr_5p	0	normal
MMRF_2222_1_BM	chr_5p	0	normal
MMRF_2223_1_BM	chr_5p	0	normal
MMRF_2224_1_BM	chr_5p	0.12433011789924973	subclonal_minor
MMRF_2225_1_BM	chr_5p	0	normal
MMRF_2226_1_BM	chr_5p	0.9356913183279743	clonal
MMRF_2228_1_BM	chr_5p	0.8092175777063236	subclonal_major
MMRF_2229_1_BM	chr_5p	0	normal
MMRF_2230_1_BM	chr_5p	0	normal
MMRF_2231_1_BM	chr_5p	0	normal
MMRF_2232_1_BM	chr_5p	0.9742765273311896	clonal
MMRF_2236_1_BM	chr_5p	1.9185423365487673	clonal
MMRF_2237_1_BM	chr_5p	1.0471596998928188	clonal
MMRF_2238_1_BM	chr_5p	0	normal
MMRF_2240_1_BM	chr_5p	0	normal
MMRF_2244_1_BM	chr_5p	0	normal
MMRF_2245_1_BM	chr_5p	0.9389067524115755	clonal
MMRF_2246_1_BM	chr_5p	1.0246516613076098	clonal
MMRF_2250_1_BM	chr_5p	0	normal
MMRF_2251_1_BM	chr_5p	0	normal
MMRF_2253_1_BM	chr_5p	0	normal
MMRF_2257_1_BM	chr_5p	0.34619506966773844	subclonal_minor
MMRF_2258_1_BM	chr_5p	0.7642015005359056	subclonal_major
MMRF_2265_1_BM	chr_5p	0	normal
MMRF_2266_1_BM	chr_5p	1.1361200428724545	clonal
MMRF_2267_1_BM	chr_5p	0	normal
MMRF_2268_1_BM	chr_5p	0	normal
MMRF_2269_1_BM	chr_5p	0	normal
MMRF_2270_1_BM	chr_5p	0	normal
MMRF_2271_1_BM	chr_5p	0	normal
MMRF_2272_1_BM	chr_5p	0	normal
MMRF_2273_1_BM	chr_5p	0.7909967845659164	subclonal_major
MMRF_2279_1_BM	chr_5p	1.0750267952840298	clonal
MMRF_2281_1_BM	chr_5p	0	normal
MMRF_2284_1_BM	chr_5p	0.9614147909967845	clonal
MMRF_2286_1_BM	chr_5p	0	normal
MMRF_2288_1_BM	chr_5p	0.9914255091103965	clonal
MMRF_2289_1_BM	chr_5p	1.015005359056806	clonal
MMRF_2290_1_BM	chr_5p	0.8874598070739549	subclonal_major
MMRF_2291_1_BM	chr_5p	0.8370846730975349	subclonal_major
MMRF_2292_1_BM	chr_5p	0	normal
MMRF_2293_1_BM	chr_5p	0.7256162915326902	subclonal_major
MMRF_2297_1_BM	chr_5p	0	normal
MMRF_2300_1_BM	chr_5p	0	normal
MMRF_2301_1_BM	chr_5p	1.0696677384780278	clonal
MMRF_2302_1_BM	chr_5p	1.1296891747052518	clonal
MMRF_2305_1_BM	chr_5p	0	normal
MMRF_2306_1_BM	chr_5p	0	normal
MMRF_2307_1_BM	chr_5p	0	normal
MMRF_2308_1_BM	chr_5p	0	normal
MMRF_2310_1_BM	chr_5p	0	normal
MMRF_2313_1_BM	chr_5p	1.0182207931404073	clonal
MMRF_2314_1_BM	chr_5p	1.204715969989282	clonal
MMRF_2316_1_BM	chr_5p	0	normal
MMRF_2317_1_BM	chr_5p	0	normal
MMRF_2324_1_BM	chr_5p	0	normal
MMRF_2325_1_BM	chr_5p	0	normal
MMRF_2326_1_BM	chr_5p	0	normal
MMRF_2327_1_BM	chr_5p	0	normal
MMRF_2328_1_BM	chr_5p	-0.13612004287245444	subclonal_minor
MMRF_2329_1_BM	chr_5p	0.9796355841371919	clonal
MMRF_2330_1_BM	chr_5p	1.1157556270096463	clonal
MMRF_2331_1_BM	chr_5p	0	normal
MMRF_2333_1_BM	chr_5p	0	normal
MMRF_2335_1_BM	chr_5p	0.8467309753483386	subclonal_major
MMRF_2336_1_BM	chr_5p	0.40621650589496244	subclonal_minor
MMRF_2339_1_BM	chr_5p	0	normal
MMRF_2341_1_BM	chr_5p	0	normal
MMRF_2344_1_BM	chr_5p	1.2658092175777063	clonal
MMRF_2352_1_BM	chr_5p	0	normal
MMRF_2353_1_BM	chr_5p	1.0943193997856375	clonal
MMRF_2362_1_BM	chr_5p	0	normal
MMRF_2364_1_BM	chr_5p	0.7984994640943194	subclonal_major
MMRF_2365_1_BM	chr_5p	0	normal
MMRF_2366_1_BM	chr_5p	1.0160771704180063	clonal
MMRF_2367_1_BM	chr_5p	0.8060021436227224	subclonal_major
MMRF_2368_1_BM	chr_5p	1.0021436227224008	clonal
MMRF_2373_1_BM	chr_5p	0	normal
MMRF_2377_1_BM	chr_5p	1.1361200428724545	clonal
MMRF_2378_1_BM	chr_5p	0	normal
MMRF_2379_1_BM	chr_5p	1.1039657020364415	clonal
MMRF_2380_1_BM	chr_5p	0	normal
MMRF_2383_1_BM	chr_5p	0	normal
MMRF_2384_1_BM	chr_5p	0	normal
MMRF_2386_1_BM	chr_5p	0	normal
MMRF_2388_1_BM	chr_5p	0	normal
MMRF_2394_1_BM	chr_5p	0	normal
MMRF_2397_1_BM	chr_5p	0	normal
MMRF_2399_1_BM	chr_5p	0	normal
MMRF_2400_1_BM	chr_5p	1.0621650589496248	clonal
MMRF_2401_1_BM	chr_5p	0	normal
MMRF_2404_1_BM	chr_5p	0.4908896034297964	subclonal_minor
MMRF_2407_1_BM	chr_5p	0.9860664523043944	clonal
MMRF_2409_1_BM	chr_5p	1.2057877813504823	clonal
MMRF_2410_1_BM	chr_5p	0.5777063236870311	subclonal_major
MMRF_2411_1_BM	chr_5p	1.1114683815648445	clonal
MMRF_2412_1_BM	chr_5p	2.135048231511254	clonal
MMRF_2413_1_BM	chr_5p	0.8692390139335477	subclonal_major
MMRF_2419_1_BM	chr_5p	1.3108252947481243	clonal
MMRF_2422_1_BM	chr_5p	0.9239013933547695	clonal
MMRF_2425_1_BM	chr_5p	0	normal
MMRF_2426_1_BM	chr_5p	1.005359056806002	clonal
MMRF_2427_1_BM	chr_5p	0.7684887459807073	subclonal_major
MMRF_2428_1_BM	chr_5p	1.0160771704180063	clonal
MMRF_2429_1_BM	chr_5p	1.057877813504823	clonal
MMRF_2433_1_BM	chr_5p	0	normal
MMRF_2436_1_BM	chr_5p	0	normal
MMRF_2437_1_BM	chr_5p	0	normal
MMRF_2438_1_BM	chr_5p	0.9506966773847803	clonal
MMRF_2440_1_BM	chr_5p	1.207931404072883	clonal
MMRF_2442_1_BM	chr_5p	0.9217577706323686	clonal
MMRF_2444_1_BM	chr_5p	0	normal
MMRF_2445_1_BM	chr_5p	0.9314040728831725	clonal
MMRF_2446_1_BM	chr_5p	0.8896034297963558	subclonal_major
MMRF_2449_1_BM	chr_5p	0	normal
MMRF_2452_1_BM	chr_5p	0	normal
MMRF_2453_1_BM	chr_5p	0.7920685959271168	subclonal_major
MMRF_2455_1_BM	chr_5p	0	normal
MMRF_2456_1_BM	chr_5p	0	normal
MMRF_2457_1_BM	chr_5p	0	normal
MMRF_2458_1_BM	chr_5p	0	normal
MMRF_2459_1_BM	chr_5p	0	normal
MMRF_2461_1_BM	chr_5p	0	normal
MMRF_2464_1_BM	chr_5p	1.1146838156484458	clonal
MMRF_2465_1_BM	chr_5p	0.4072883172561629	subclonal_minor
MMRF_2468_1_BM	chr_5p	0	normal
MMRF_2469_1_BM	chr_5p	0	normal
MMRF_2471_1_BM	chr_5p	0.9206859592711683	clonal
MMRF_2472_1_BM	chr_5p	0	normal
MMRF_2473_1_BM	chr_5p	0	normal
MMRF_2475_1_BM	chr_5p	1.215434083601286	clonal
MMRF_2476_1_BM	chr_5p	0	normal
MMRF_2477_1_BM	chr_5p	0	normal
MMRF_2478_1_BM	chr_5p	0	normal
MMRF_2480_1_BM	chr_5p	0	normal
MMRF_2485_1_BM	chr_5p	0	normal
MMRF_2486_1_BM	chr_5p	0.9710610932475884	clonal
MMRF_2488_1_BM	chr_5p	0.6730975348338692	subclonal_major
MMRF_2489_1_BM	chr_5p	1.1693461950696677	clonal
MMRF_2490_1_BM	chr_5p	0	normal
MMRF_2493_1_BM	chr_5p	0	normal
MMRF_2497_1_BM	chr_5p	0	normal
MMRF_2498_1_BM	chr_5p	1.1007502679528403	clonal
MMRF_2499_1_BM	chr_5p	0	normal
MMRF_2501_1_BM	chr_5p	0.9710610932475884	clonal
MMRF_2503_1_BM	chr_5p	0	normal
MMRF_2504_1_BM	chr_5p	0	normal
MMRF_2505_1_BM	chr_5p	0	normal
MMRF_2506_1_BM	chr_5p	0	normal
MMRF_2507_1_BM	chr_5p	1.0460878885316183	clonal
MMRF_2511_1_BM	chr_5p	0	normal
MMRF_2514_1_BM	chr_5p	2.1018220793140405	clonal
MMRF_2515_1_BM	chr_5p	-0.42443729903536975	subclonal_minor
MMRF_2516_1_BM	chr_5p	1.1661307609860665	clonal
MMRF_2517_1_BM	chr_5p	1.045016077170418	clonal
MMRF_2518_1_BM	chr_5p	0.667738478027867	subclonal_major
MMRF_2519_1_BM	chr_5p	0.722400857449089	subclonal_major
MMRF_2522_1_BM	chr_5p	0.9903536977491961	clonal
MMRF_2523_1_BM	chr_5p	1.030010718113612	clonal
MMRF_2524_1_BM	chr_5p	0.8992497320471596	subclonal_major
MMRF_2525_1_BM	chr_5p	0.9764201500535905	clonal
MMRF_2526_1_BM	chr_5p	-0.4930332261521972	subclonal_minor
MMRF_2531_1_BM	chr_5p	0	normal
MMRF_2532_1_BM	chr_5p	1.1864951768488745	clonal
MMRF_2535_1_BM	chr_5p	0	normal
MMRF_2538_1_BM	chr_5p	0	normal
MMRF_2539_1_BM	chr_5p	0	normal
MMRF_2541_1_BM	chr_5p	1.1082529474812433	clonal
MMRF_2543_1_BM	chr_5p	0	normal
MMRF_2545_1_BM	chr_5p	0	normal
MMRF_2546_1_BM	chr_5p	0	normal
MMRF_2548_1_BM	chr_5p	0	normal
MMRF_2549_1_BM	chr_5p	1.2325830653804928	clonal
MMRF_2550_1_BM	chr_5p	0.30546623794212213	subclonal_minor
MMRF_2554_1_BM	chr_5p	1.0493033226152197	clonal
MMRF_2557_1_BM	chr_5p	0.9389067524115755	clonal
MMRF_2559_1_BM	chr_5p	0	normal
MMRF_2560_1_BM	chr_5p	1.2090032154340835	clonal
MMRF_2562_1_BM	chr_5p	0	normal
MMRF_2563_1_BM	chr_5p	0	normal
MMRF_2564_1_BM	chr_5p	0	normal
MMRF_2566_1_BM	chr_5p	1.8649517684887458	clonal
MMRF_2567_1_BM	chr_5p	0.572347266881029	subclonal_major
MMRF_2568_1_BM	chr_5p	0	normal
MMRF_2570_1_BM	chr_5p	0.9496248660235798	clonal
MMRF_2572_1_BM	chr_5p	1.0267952840300105	clonal
MMRF_2574_1_BM	chr_5p	0	normal
MMRF_2577_1_BM	chr_5p	1.0482315112540193	clonal
MMRF_2579_1_BM	chr_5p	0	normal
MMRF_2580_1_BM	chr_5p	0.7588424437299035	subclonal_major
MMRF_2581_1_BM	chr_5p	0.8413719185423365	subclonal_major
MMRF_2583_1_BM	chr_5p	1.982851018220793	clonal
MMRF_2584_1_BM	chr_5p	0	normal
MMRF_2587_1_BM	chr_5p	0	normal
MMRF_2590_1_BM	chr_5p	1.0932475884244373	clonal
MMRF_2592_1_BM	chr_5p	0.9882100750267953	clonal
MMRF_2593_1_BM	chr_5p	0	normal
MMRF_2595_1_BM	chr_5p	0.9603429796355841	clonal
MMRF_2596_1_BM	chr_5p	0.9903536977491961	clonal
MMRF_2597_1_BM	chr_5p	1.1071811361200428	clonal
MMRF_2598_1_BM	chr_5p	0	normal
MMRF_2599_1_BM	chr_5p	1.1200428724544478	clonal
MMRF_2601_1_BM	chr_5p	1.0493033226152197	clonal
MMRF_2602_1_BM	chr_5p	0	normal
MMRF_2604_1_BM	chr_5p	0	normal
MMRF_2605_1_BM	chr_5p	0	normal
MMRF_2606_1_BM	chr_5p	0.8360128617363344	subclonal_major
MMRF_2608_1_BM	chr_5p	0	normal
MMRF_2609_1_BM	chr_5p	0.9764201500535905	clonal
MMRF_2613_1_BM	chr_5p	0.8617363344051447	subclonal_major
MMRF_2614_1_BM	chr_5p	1.6741693461950697	clonal
MMRF_2621_1_BM	chr_5p	0	normal
MMRF_2622_1_BM	chr_5p	0	normal
MMRF_2624_1_BM	chr_5p	0.8660235798499464	subclonal_major
MMRF_2628_1_BM	chr_5p	1.2883172561629153	clonal
MMRF_2630_1_BM	chr_5p	0.9271168274383708	clonal
MMRF_2631_1_BM	chr_5p	0	normal
MMRF_2634_1_BM	chr_5p	-0.11146838156484458	subclonal_minor
MMRF_2635_1_BM	chr_5p	0.42015005359056806	subclonal_minor
MMRF_2636_1_BM	chr_5p	0	normal
MMRF_2637_1_BM	chr_5p	0	normal
MMRF_2638_1_BM	chr_5p	0	normal
MMRF_2639_1_BM	chr_5p	0	normal
MMRF_2640_1_BM	chr_5p	0	normal
MMRF_2641_1_BM	chr_5p	1.2325830653804928	clonal
MMRF_2642_1_BM	chr_5p	0.8906752411575561	subclonal_major
MMRF_2643_1_BM	chr_5p	0	normal
MMRF_2646_1_BM	chr_5p	0.7181136120042872	subclonal_major
MMRF_2647_1_BM	chr_5p	0	normal
MMRF_2650_1_BM	chr_5p	0	normal
MMRF_2651_1_BM	chr_5p	0	normal
MMRF_2652_1_BM	chr_5p	0	normal
MMRF_2654_1_BM	chr_5p	0	normal
MMRF_2655_1_BM	chr_5p	0	normal
MMRF_2659_1_BM	chr_5p	-0.6270096463022508	subclonal_major
MMRF_2660_1_BM	chr_5p	0	normal
MMRF_2664_1_BM	chr_5p	0.877813504823151	subclonal_major
MMRF_2665_1_BM	chr_5p	0.8306538049303323	subclonal_major
MMRF_2666_1_BM	chr_5p	0	normal
MMRF_2667_1_BM	chr_5p	0	normal
MMRF_2669_1_BM	chr_5p	0	normal
MMRF_2670_1_BM	chr_5p	0	normal
MMRF_2671_1_BM	chr_5p	0	normal
MMRF_2675_1_BM	chr_5p	1.0557341907824223	clonal
MMRF_2676_1_BM	chr_5p	0	normal
MMRF_2677_1_BM	chr_5p	1.0085744908896033	clonal
MMRF_2678_1_BM	chr_5p	0.9657020364415863	clonal
MMRF_2679_1_BM	chr_5p	0	normal
MMRF_2680_1_BM	chr_5p	1.080385852090032	clonal
MMRF_2681_1_BM	chr_5p	0	normal
MMRF_2682_1_BM	chr_5p	-0.12647374062165057	subclonal_minor
MMRF_2685_1_BM	chr_5p	0	normal
MMRF_2688_1_BM	chr_5p	1.0964630225080385	clonal
MMRF_2689_1_BM	chr_5p	0	normal
MMRF_2690_1_BM	chr_5p	0	normal
MMRF_2691_1_BM	chr_5p	0.722400857449089	subclonal_major
MMRF_2692_1_BM	chr_5p	0	normal
MMRF_2694_1_BM	chr_5p	0	normal
MMRF_2695_1_BM	chr_5p	0	normal
MMRF_2696_1_BM	chr_5p	2.171489817792068	clonal
MMRF_2698_1_BM	chr_5p	0.48445873526259375	subclonal_minor
MMRF_2699_1_BM	chr_5p	0	normal
MMRF_2700_1_BM	chr_5p	0.7438370846730974	subclonal_major
MMRF_2701_1_BM	chr_5p	0	normal
MMRF_2702_1_BM	chr_5p	0.5380493033226152	subclonal_major
MMRF_2703_1_BM	chr_5p	1.0171489817792068	clonal
MMRF_2704_1_BM	chr_5p	-0.16934619506966772	subclonal_minor
MMRF_2705_1_BM	chr_5p	0.5123258306538049	subclonal_major
MMRF_2706_1_BM	chr_5p	0.13933547695605572	subclonal_minor
MMRF_2707_1_BM	chr_5p	0	normal
MMRF_2708_1_BM	chr_5p	0	normal
MMRF_2709_1_BM	chr_5p	0.7963558413719185	subclonal_major
MMRF_2714_1_BM	chr_5p	0.6430868167202571	subclonal_major
MMRF_2715_1_BM	chr_5p	0	normal
MMRF_2716_1_BM	chr_5p	0.9099678456591639	clonal
MMRF_2718_1_BM	chr_5p	0	normal
MMRF_2719_1_BM	chr_5p	0	normal
MMRF_2721_1_BM	chr_5p	1.0589496248660235	clonal
MMRF_2722_1_BM	chr_5p	0	normal
MMRF_2723_1_BM	chr_5p	1.0471596998928188	clonal
MMRF_2727_1_BM	chr_5p	0.962486602357985	clonal
MMRF_2728_1_BM	chr_5p	0.9603429796355841	clonal
MMRF_2729_1_BM	chr_5p	0	normal
MMRF_2730_1_BM	chr_5p	0.7052518756698821	subclonal_major
MMRF_2731_1_BM	chr_5p	2.3236870310825295	clonal
MMRF_2732_1_BM	chr_5p	0	normal
MMRF_2733_1_BM	chr_5p	0	normal
MMRF_2734_1_BM	chr_5p	1.0246516613076098	clonal
MMRF_2737_1_BM	chr_5p	1.285101822079314	clonal
MMRF_2738_1_BM	chr_5p	0	normal
MMRF_2739_1_BM	chr_5p	-0.13933547695605572	subclonal_minor
MMRF_2740_1_BM	chr_5p	1.065380493033226	clonal
MMRF_2742_1_BM	chr_5p	0	normal
MMRF_2743_1_BM	chr_5p	0.7406216505894961	subclonal_major
MMRF_2745_1_BM	chr_5p	0	normal
MMRF_2746_1_BM	chr_5p	0	normal
MMRF_2750_1_BM	chr_5p	0	normal
MMRF_2751_1_BM	chr_5p	0	normal
MMRF_2752_1_BM	chr_5p	0	normal
MMRF_2753_1_BM	chr_5p	0	normal
MMRF_2754_1_BM	chr_5p	0	normal
MMRF_2755_1_BM	chr_5p	0.9646302250803859	clonal
MMRF_2756_1_BM	chr_5p	0	normal
MMRF_2757_1_BM	chr_5p	0	normal
MMRF_2758_1_BM	chr_5p	0.834941050375134	subclonal_major
MMRF_2760_1_BM	chr_5p	0.12111468381564844	subclonal_minor
MMRF_2761_1_BM	chr_5p	0	normal
MMRF_2762_1_BM	chr_5p	0	normal
MMRF_2763_1_BM	chr_5p	0.877813504823151	subclonal_major
MMRF_2764_1_BM	chr_5p	1.0621650589496248	clonal
MMRF_2765_1_BM	chr_5p	0.7438370846730974	subclonal_major
MMRF_2767_1_BM	chr_5p	0	normal
MMRF_2768_1_BM	chr_5p	1.9635584137191855	clonal
MMRF_2769_1_BM	chr_5p	0	normal
MMRF_2770_1_BM	chr_5p	0.9957127545551983	clonal
MMRF_2772_1_BM	chr_5p	0.12968917470525188	subclonal_minor
MMRF_2774_1_BM	chr_5p	0	normal
MMRF_2775_1_BM	chr_5p	0	normal
MMRF_2776_1_BM	chr_5p	0	normal
MMRF_2778_1_BM	chr_5p	0	normal
MMRF_2779_1_BM	chr_5p	1.1221864951768488	clonal
MMRF_2781_1_BM	chr_5p	0	normal
